"자료명","저자","출판사","출판년도","소장처","ISBN","카카오제목","카카오작가","카카오번역자","카카오ISBN","카카오출판사","카카오출간일","카카오썸네일","카카오URL","책소개","알라딘표지","알라딘ISBN13","알라딘설명","알라딘카테고리ID","알라딘카테고리명"
"(내 몸 안의 숨겨진 비밀) 해부학","사카이 다츠오 지음; 윤혜림 옮김","전나무숲","2019","신착도서","9791188544387 ","내 몸안의 숨겨진 비밀 해부학","사카이 다츠오","윤혜림","9791188544387","전나무숲","2019-11-18","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5124778%3Ftimestamp%3D20250223122401","https://search.daum.net/search?w=bookpage&bookId=5124778&q=%EB%82%B4+%EB%AA%B8%EC%95%88%EC%9D%98+%EC%88%A8%EA%B2%A8%EC%A7%84+%EB%B9%84%EB%B0%80+%ED%95%B4%EB%B6%80%ED%95%99","● 어렵고 복잡한 해부학이라는 기존의 편견을 뒤집은 새로운 차원의 ‘흥미로운 해부학 입문서이자 대중서, 우리 몸속의 비밀로 안내하는 탐험 가이드이다. 해부학의 이론과 실제를 충실하게 전달하면서도 딱딱하고 형식적인 접근에서 벗어나 인체의 구조와 기능, 그 조화로움을 흥미진진하게 파악할 수 있도록 해준다. ● 기존의 해부학 이론서와는 기본적인 관점부터 달리하는 책이다. 이제껏 발간된 많은 해부학 서적은 인체에서 공통된 역할을 담당하는 ‘기관별’로 내용을 기술한 ‘계통해부학’ 체계이지만, 이 책은 기존의 형식에서 과감하게 벗어나 인체의 다양한 부분을 ‘부위별’로 내용을 기술한 ‘국소해부학’ 체계로 소개했다. 인체를 부위별로 정리한 이 책은 의학 교육기관에서 해부학이나 생리학을 배우는 학생들에게도 놀라움을 줄 것이다. ● 이 책의 가장 큰 장점은 인체의 구조에 대한 알기 쉬운 해설과 저자의 친절한 설명이다. 특히 인체에 대한 간결하면서도 섬세한 해부도는 이해의 폭을 깊고 넓게 하는데 큰 도움을 준다. 해부학에 대해 전문적으로 공부하는 사람 뿐만 아니라 청소년이나 대학생, 그리고 인체에 관심이 많은 일반인들도 얼마든지 손쉽게 집을 수 있고 편안하게 읽어나갈 수 있다.","https://image.aladin.co.kr/product/21612/50/coversum/k862636591_1.jpg","9791188544387.0","어렵고 복잡한 해부학이라는 기존의 편견을 뒤집은 새로운 차원의 ‘흥미로운 해부학 입문서이자 대중서이다. 해부학의 이론과 실제를 충실하게 전달하면서도 딱딱하고 형식적인 접근에서 벗어나 인체의 구조와 기능, 그 조화로움을 흥미진진하게 파악할 수 있도록 해준다.","51017.0","국내도서>과학>인체의 이해"
"보건의료통계학","정상진; 박일순 지음","보문각","2022","신착도서","9788962204513 ","보건의료통계학","정상진, 박일순","","9788962204513","보문각","2022-09-13","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F6148745%3Ftimestamp%3D20241001155403","https://search.daum.net/search?w=bookpage&bookId=6148745&q=%EB%B3%B4%EA%B1%B4%EC%9D%98%EB%A3%8C%ED%86%B5%EA%B3%84%ED%95%99","보건의료통계 본연의 의미는 과거 자료를 근거로 불확실한 미래를 예측하고, 이를 바탕으로 미래의 보건의료 계획과 대책을 수립하는 데 있어 기초자료를 제공하는 것에 의의가 있다고 할 수 있다. 저자들도 기존의 여러 유형의 통계 실적의 표를 바탕으로 미래에 발생할 의료 예측 및 의료기관 경영정책 수립에 도움이 되고자 하였다.","https://image.aladin.co.kr/product/30041/20/coversum/8962204517_1.jpg","9788962204513.0","보건의료통계 본연의 의미는 과거 자료를 근거로 불확실한 미래를 예측하고, 이를 바탕으로 미래의 보건의료 계획과 대책을 수립하는 데 있어 기초자료를 제공하는 것에 의의가 있다고 할 수 있다. 기존 여러 유형의 통계 실적 표를 바탕으로 미래에 발생할 의료 예측 및 의료기관 경영정책 수립에 도움이 되고자 하였다.","54997.0","국내도서>대학교재/전문서적>의약학간호계열>사회의학>의학 통계학"
"패널데이터와 복합표본을 활용한 한번에 적용하는 의학보건통계","히든 그레이스 데이터분석팀 지음","한빛아카데미","2023","신착도서","9791156646655 ","패널데이터와 복합표본을 활용한 한번에 적용하는 의학보건통계","히든그레이스 데이터분석팀","","9791156646655","한빛아카데미","2023-08-18","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F6420738%3Ftimestamp%3D20250227154431","https://search.daum.net/search?w=bookpage&bookId=6420738&q=%ED%8C%A8%EB%84%90%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%99%80+%EB%B3%B5%ED%95%A9%ED%91%9C%EB%B3%B8%EC%9D%84+%ED%99%9C%EC%9A%A9%ED%95%9C+%ED%95%9C%EB%B2%88%EC%97%90+%EC%A0%81%EC%9A%A9%ED%95%98%EB%8A%94+%EC%9D%98%ED%95%99%EB%B3%B4%EA%B1%B4%ED%86%B5%EA%B3%84","저자진은 데이터를 분석하고 연구 보고서와 논문을 작성하는 연구자, 현업 담당자, 의료보건업계 종사자들이 보다 빠르고 효율적으로 연구를 진행할 수 있도록 수년간 연구자가 이해하기 쉬운 데이터 분석 강의와 기업에 필요한 분석 및 의학통계 분석을 진행해 왔다. 이 책은 의학 연구자와 의료보건업계 종사자를 대상으로 진행한 현장 컨설팅 및 강의 경험을 토대로 엮은 것이다.","https://image.aladin.co.kr/product/32308/46/coversum/k352834954_1.jpg","9791156646655.0","저자진은 데이터를 분석하고 연구 보고서와 논문을 작성하는 연구자, 현업 담당자, 의료보건업계 종사자들이 보다 빠르고 효율적으로 연구를 진행할 수 있도록 수년간 연구자가 이해하기 쉬운 데이터 분석 강의와 기업에 필요한 분석 및 의학통계 분석을 진행해 왔다.","54997.0","국내도서>대학교재/전문서적>의약학간호계열>사회의학>의학 통계학"
"일반화학실험","권찬호 [외] 지음","자유아카데미","2022","신착도서","9791158083496 ","일반화학실험","권찬호, 박종민, 이강문, 이원철, 이주용, 임주현","","9791158083496","자유아카데미","2022-02-25","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F6015244%3Ftimestamp%3D20250321161242","https://search.daum.net/search?w=bookpage&bookId=6015244&q=%EC%9D%BC%EB%B0%98%ED%99%94%ED%95%99%EC%8B%A4%ED%97%98","이 교재에서 각 실험 부분은 실험을 통해 파악하여야 할 기본 개념 및 간단한 이론적 배경, 구체적인 실험 방법과 준비물, 그리고 실험 결과의 보고서로 구성되어 있다. 이론적 설명은 단원 안에서 충분히 이해될 수 있도록 기술하였으며, [대학화학 제5판[의 전문 지식 내용과 연결하여 심화된 내용도 공부할 수 있도록 구성하였다.","https://image.aladin.co.kr/product/28958/22/coversum/k262836518_1.jpg","9791158083496.0","각 실험 부분은 실험을 통해 파악하여야 할 기본 개념 및 간단한 이론적 배경, 구체적인 실험 방법과 준비물, 그리고 실험 결과의 보고서로 구성되어 있다. 이론적 설명은 단원 안에서 충분히 이해될 수 있도록 기술하였다.","8338.0","국내도서>대학교재/전문서적>자연과학계열>화학"
"삶은 그렇게 납작하지 않아요","김나리 지음","ㅊㄴㅁ(책나물)","2024","신착도서","9791192441191 ","삶은 그렇게 납작하지 않아요","김나리","","9791192441191","책나물","2024-01-31","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F6548817%3Ftimestamp%3D20240621155034","https://search.daum.net/search?w=bookpage&bookId=6548817&q=%EC%82%B6%EC%9D%80+%EA%B7%B8%EB%A0%87%EA%B2%8C+%EB%82%A9%EC%9E%91%ED%95%98%EC%A7%80+%EC%95%8A%EC%95%84%EC%9A%94","여기, 한 여자가 있다. 그는 들쑥날쑥한 유년시절을 보내며 열 곳의 학교를 옮겨 다녔다. 결혼식에선 드레스를 입고 싶지 않았기에 턱시도를 입었다. 느린 영화를 편집하는 사람이었다가 가장 빠른 방송 매체를 만들기도 했다. 수많은 나라와 도시를 여행하며 살았지만, 가장 오래 지낸 도시 베를린을 집처럼 여긴다. 그는 섬을 떠날 수 없어서, 아직 육지로 돌아갈 준비가 되지 않아서, 제주 여행 중 텃밭 있는 집을 얻어서 이사를 감행한다. 그렇게 제주에서 재택근무를 하며 이 책 〈삶은 그렇게 납작하지 않아요〉를 썼다. 마음이 끌리는 대로 어디든 가고, 무엇이든 배우며 살아가는 사람. 사랑에 기대어 제 삶의 모양을 만들어가는 그는 아주 용감한 사람이다. 이 책은 그의 납작하지 않은 삶을 편집한 한 편의 영화이다. 영화는 크게 오각형으로 뻗어나간다. 하나, 기억의 조각들이 만들어내는 쓸쓸하고도 아름다운 어린 시절. 둘, ‘오픈리 레즈비언’으로 사랑하며 사는 모양. 셋, 영화와 연대를 배웠던 독일 베를린 시절. 넷, 수없이 바뀌어온 직업의 세계. 다섯, 꿈꾸는 삶을 함께 만들어가고 있는 ‘피앙세’와의 지금. 이야기는 때로 거칠고 캄캄하지만, 그는 언제나 특유의 유머로 담백하게 담아내고, 그리하여 끝내 포근하게 우리를 감싸안는다.","https://image.aladin.co.kr/product/33292/58/coversum/k252938281_1.jpg","9791192441191.0","여기, 한 여자가 있다. 그는 들쑥날쑥한 유년시절을 보내며 열 곳의 학교를 옮겨 다녔다. 결혼식에선 드레스를 입고 싶지 않았기에 턱시도를 입었다. 느린 영화를 편집하는 사람이었다가 가장 빠른 방송 매체를 만들기도 했다. 그는 섬을 떠날 수 없어서, 아직 육지로 돌아갈 준비가 되지 않아서, 제주 여행 중 텃밭 있는 집을 얻어서 이사를 감행한다. 그렇게 제주에서 재택근무를 하며 이 책을 썼다.","51371.0","국내도서>에세이>한국에세이"
"삶의 발명","정혜윤 지음","위고","2023","신착도서","9791193044070 ","삶의 발명","정혜윤","","9791193044070","위고","2023-10-25","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F6469543%3Ftimestamp%3D20240109171533","https://search.daum.net/search?w=bookpage&bookId=6469543&q=%EC%82%B6%EC%9D%98+%EB%B0%9C%EB%AA%85","“삶은 삶에 대해 이야기하는 방식이다 모든 생명체는 나름의 이야기를 가지고 있고 언젠가 우리는 모두 이야기 속으로 사라진다”","https://image.aladin.co.kr/product/32702/49/coversum/k232936772_1.jpg","9791193044070.0","『슬픈 세상의 기쁜 말』이 ‘당신을 살아 있게 하는 말은 무엇입니까’라는 부제가 말해주듯이 저마다 붙들고 살아가고 있는 혹은 붙들고 살아가야 할 ‘단어’와 ‘말’에 관한 책이라면 『삶의 발명』은 자신의 삶을 좀 더 앞으로 나아가게 해주는 ‘이야기’에 관한 책이다.","51371.0","국내도서>에세이>한국에세이"
"인구 감소, 부의 대전환","전영수 지음","21세기북스","2024","신착도서","9791171174935 ","인구 감소, 부의 대전환","전영수","","9791171174935","21세기북스","2024-03-27","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F6595592%3Ftimestamp%3D20241218153826","https://search.daum.net/search?w=bookpage&bookId=6595592&q=%EC%9D%B8%EA%B5%AC+%EA%B0%90%EC%86%8C%2C+%EB%B6%80%EC%9D%98+%EB%8C%80%EC%A0%84%ED%99%98","인구 변화는 자산 시장을 어떻게 재편하는가! 돈 쓸 준비가 된 1,700만 고객의 핵심, 70년대생을 잡아라! 저출생 · 고령화를 연결하면 신모델이 생겨난다! 2월 28일 통계청은 2023년 4분기 합계출산율 잠정치가 0.65명이라고 발표했다. ‘전 세계 꼴찌’, ‘1호 소멸 예정 국가’ 등 자극적인 헤드라인에 익숙해져 위기감이 무뎌졌더라도, 대한민국의 산업 구조와 성장 공식을 돌아보면 인구 감소가 얼마나 큰 위기인지 알 수 있다. 서구 선진국에 비해 과하게 높은 제조업 의존성은 값싸고 근면한 노동력이 충분히 제공되었기에 유지된 구조였고, 베이비부머의 힘으로 인구보너스(총인구 대비 생산가능인구의 비율이 증가하며 경제가 성장하는 현상) 효과를 톡톡히 누린 것이 경제 성장의 비결이기 때문이다. 한 마디로, 대한민국 경제의 근간이 흔들릴 위기에 직면해 있다는 뜻이다. 이때 필요한 것이 통계의 힘이다. 해결의 실마리가 보이지 않는 막막한 문제더라도 인구 통계라는 확실한 근거가 바탕이 된다면 돌파구를 찾을 수 있다는 말이다. 이 책의 저자인 인구 통계 전문가이자 인구경제학자인 한양대학교 전영수 교수는 심지어 통계의 눈으로 보면 인구 감소는 악재가 아닌 다시 없을 호재라고 말한다. 뜬구름 잡는 트렌드 예측을 위한 허장성세가 아닌 가장 유사한 모델인 일본과 서구 선진국의 통계를 국내 사례와 비교 · 접목해 얻은 결론이다. 38개 인구 통계 그래프를 통해 근거를 제시하여 꼼꼼한 독자들도 이내 수긍하게 될 것이다. 책은 통계를 통해 분석한 축소 사회에서 가장 큰 구매력을 자랑할 핵심 고객층을 요약하여 보여준다. 인구 변화가 가져올 대전환 속에서 부의 추월차선에 올라타기 위해서는 다음 4가지 부의 키워드에 주목해보자. △집을 사지 않을 ‘저축 포기 청년’, △고학력, 고소득, 정년 연장으로 무장한 ‘70년대생’, △지속 · 확장 소비를 책임질 충성 ‘집토끼’, △노년에 돌입한 ‘베이비부머’. 총인구는 줄어들지만, 이들의 구매력은 오히려 상승하기에 이 4가지 고객을 타깃으로 한다면 오히려 성장의 기회로 삼을 수 있다. 그리고 인구 변화에 따른 거시적인 10대 미래 트렌드 예측부터 고성장 시대에는 외면받았지만 지속 가능한 발전이 예상되는 알짜 틈새시장 산업군도 콕 집어 알려준다.","https://image.aladin.co.kr/product/33689/65/coversum/k512939937_1.jpg","9791171174935.0","인구 통계 전문가이자 인구경제학자인 한양대학교 전영수 교수는 심지어 통계의 눈으로 보면 인구 감소는 악재가 아닌 다시 없을 호재라고 말한다. 통계를 통해 분석한 축소 사회에서 가장 큰 구매력을 자랑할 핵심 고객층을 요약하여 보여준다.","3060.0","국내도서>경제경영>경제학/경제일반>경제사/경제전망>세계 경제사/경제전망"
"다중물리 3차원 해석","이승배; 이철희 공지음","Yas (야스)","2024","자료실","9791192979083 ","다중물리 3차원 해석","이승배, 이철희","","9791192979083","야스미디어","2024-09-05","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F6714084%3Ftimestamp%3D20240925161637","https://search.daum.net/search?w=bookpage&bookId=6714084&q=%EB%8B%A4%EC%A4%91%EB%AC%BC%EB%A6%AC+3%EC%B0%A8%EC%9B%90+%ED%95%B4%EC%84%9D","본서는 다중물리 분야에 대한 이해와 최근 다중물리 해석기반 산업체 개발 동향 및 적용 분야로부터 시작하여, Multi-scale, Multi-physics의 다양한 지배방정식과 다중물리 해석이론 그리고 Ansys기반 해석사례들을 설명한다. 단행본으로 다중물리의 전체 영역을 다룰 수 없는 한계에도 불구하고, 최근 부각되고 있는 반도체 분야의 화학적, 재료적, 전자기적, 기계적 다중물리 3D해석과 설계에의 적용 그리고 모빌리티 전기모터 전자기적 제어 및 재료, 열 유동, 고체 진동 분야의 다중물리 3D설계와 AI 응용 분야에 기본적 지식과 실습능력을 제공할 것으로 기대한다.","https://image.aladin.co.kr/product/34578/47/coversum/k082933462_1.jpg","9791192979083.0","다중물리 분야에 대한 이해와 최근 다중물리 해석기반 산업체 개발 동향 및 적용 분야로부터 시작하여, Multi-scale, Multi-physics의 다양한 지배방정식과 다중물리 해석이론 그리고 Ansys기반 해석사례들을 설명한다.","8494.0","국내도서>대학교재/전문서적>공학계열>기계공학>기계공학 일반"
"과학을 보다. 2","김범준 [외] 지음; 김지원 그림","알파미디어","2024","신착도서","9791191122633 ","과학을 보다 2: 바로 읽고 바로 써먹는 기발하고 수상한 과학책","김범준, 김응빈, 우주먼지, 정영진","","9791191122633","알파미디어","2024-06-21","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F6650868%3Ftimestamp%3D20241220152246","https://search.daum.net/search?w=bookpage&bookId=6650868&q=%EA%B3%BC%ED%95%99%EC%9D%84+%EB%B3%B4%EB%8B%A4+2%3A+%EB%B0%94%EB%A1%9C+%EC%9D%BD%EA%B3%A0+%EB%B0%94%EB%A1%9C+%EC%8D%A8%EB%A8%B9%EB%8A%94+%EA%B8%B0%EB%B0%9C%ED%95%98%EA%B3%A0+%EC%88%98%EC%83%81%ED%95%9C+%EA%B3%BC%ED%95%99%EC%B1%85","과학은 즐겁다! 그런데 웬일인지 과학이 어렵기만 할 뿐 아니라 지루하고 따분한 분야라고 생각하는 사람들이 의외로 많다. 〈과학을 보다〉 시리즈는 이렇게 과학을 오해하는 ‘과알못’을 위한 책이다. 이 책에서는 질문을 가리지 않는다. 왜 자신이 먹은 음식 무게만큼 그대로 체중이 불어나지 않는지, 똥을 싸는 대가로 돈을 준다는 황당한 일이 정말 사실인지, 무시무시한 좀비가 실제로 현실에도 존재하는지, 우주 최강의 생명체는 누구인지 등, 점잔을 빼거나 고상한 척 무게 잡지 않고 그냥 원초적인 날 것 그대로의 궁금증을 던진다. 우리가 차마 어디에 물어보지 못하고 마음속에만 품고 있던 호기심을 국내 최고 권위의 과학자들이 성심성의껏 답변하며 충족시켜준다. 과학자들의 친절한 설명을 듣다 보면 과학이 이렇게 흥미진진하고 시간 가는 줄 모르게 재밌는 분야였다는 사실을 새삼 깨달을 수 있다. 인간에게는 식욕, 성욕, 수면욕 등 여러 가지 욕망이 있지만, 호기심 또한 참을 수 없는 본능적 욕망이기 때문이다. 특히 황당할 수도 있는 질문에 과학자들이 체계적이고 합리적인 사고를 통해 올바른 답을 찾아가는 과정을 단락마다 함께하다 보면 자신과 관련한 문제들 역시 합리적으로 분석하고 올바른 방법으로 해결하려는 자세까지 자연스럽게 갖출 수 있다. 과학을 즐기다 보면 자신의 인생까지 개선되고 성장할 수 있는 것이다.","https://image.aladin.co.kr/product/34049/75/coversum/k732931274_1.jpg","9791191122633.0","독자들의 사랑을 받는 스테디셀러 『과학을 보다』 시리즈 2권이 드디어 출간됐다. 『과학을 보다』 시리즈는 유튜브 채널 〈보다 BODA〉의 인기 콘텐츠 〈과학을 보다〉 내용을 소재로 영상에서는 미처 다 소개하지 못한 흥미로운 사실과 자세한 설명을 추가하여 펴내는 책이다.","51002.0","국내도서>과학>기초과학/교양과학"
"(기초부터 탄탄하게) 처음 듣는 의대 강의","안승철 지음","궁리","2018","신착도서","9788958205579 ","처음 듣는 의대 강의","안승철","","9788958205579","궁리","2018-10-25","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F3937783%3Ftimestamp%3D20250227125924","https://search.daum.net/search?w=bookpage&bookId=3937783&q=%EC%B2%98%EC%9D%8C+%EB%93%A3%EB%8A%94+%EC%9D%98%EB%8C%80+%EA%B0%95%EC%9D%98","본격적인 의대 공부를 시작하기 전 꼭 필요한 워밍업! 심장과 혈관의 끊임없는 생명력이 느껴지는 순환계 산소와 이산화탄소가 교차하는 곳, 호흡계 우리 몸의 노폐물 처리장을 점검하는 비뇨기계 섭취한 음식물을 에너지로 바꿔주는 소화기계 세포의 활동과 성장을 조절하는 내분비계 정보를 처리하고 전달하는 통로, 신경계 저자인 안승철 교수는 뇌 발달 분야 스테디셀러인 『우리 아이 머리에선 무슨 일이 일어나고 있을까?』를 번역하고, 딸과 함께 수학 공부를 하며 『아이들은 왜 수학을 어려워할까?』 『우리 아이 수학박사 프로젝트』 를 집필해 독자들의 많은 사랑을 받아왔다. 이번에 펴낸 『기초부터 탄탄하게, 처음 듣는 의대강의』는 전공 분야인 의학의 기초를 소개하는 책이다. 안 교수는 최근 몇 년 동안 단국대에서 의대생이 아닌 일반 대학생들을 대상으로 생리학을 강의하고 있다. 그들과 수업을 진행하고 이야기를 나누면서, 의학에 대한 갈증이 조금씩 있다는 걸 알게 되었다. 교수 혹은 의사로서 당연하게 알고 있는 사실들, 전문가들에게는 더 새로울 것도 없는 지식들이 일반인들에게는 새로운 의미로 다가가는 것을 보면서 이런 수요를 충족시킬 수 있으면 좋겠다고 생각한 것이 이 책을 집필하게 된 계기이다. 또한 『처음 듣는 의대강의』는 중고등학생들이 의대 진로를 고민할 때 의학이 과연 무엇인지 맛보기로 보기에 꽤 적당한 책이다. 어떻게 보면 괜찮은 의대 진로지도서라고도 할 수 있다. 저자가 바라본 의대생들은 대부분 범생이들이다. 수업 태도도 좋고 중고 시절 공부만 죽어라 하고 부모 말에 순종적이었던 태도가 대학까지 이어진다고 본다. 하지만 어디나 마찬가지로 모든 학생들이 다 그렇지는 않다. 의대 수업시간에도 크게 두 부류로 나뉘는 걸 쉽게 볼 수 있다. 맨 앞 혹은 자신만의 지정석에 앉아 집중하는 학생들과 늘 뒤에 앉아 있거나 잠까지 자는 친구들. 의대는 공부 양이 엄청난데 그걸 따라오지 못하고 점점 처지는 경우들이 생겨난다. 동기(motivation)의 부족, 또는 자신만의 특수한 상황(가족이나 경제 문제), 그렇지 않으면 잘못된 공부 방법으로 인한 성적 하락과 자신감 상실 등이 그 원인이다. 그 문제를 해결하지 못하는 경우 본과 4년 내내 성적이 하위권에 머물다가 때론 의사 국가고시에서 떨어져 면허 취득에도 어려움을 겪는 경우도 흔하다. “의학은 절대 내 취향이 아냐!”라고 외치는 경우만 아니라면 사실 의대 수업이 정말 극복 못할 만큼 어려운 건 절대 아니다. 모든 이름을 다 외워야 하는 해부학도 예외가 아니다. 학문적 매력도 충분하다. 겉으로 보면 무척 어렵고 낯선 용어를 끝없이 외워야 하는, 지극히 무료한 학문 같지만 조금만 들여다보면 끝없는 방황 속에서 찾아낸 재미있는 과학적 사실들로 가득 차 있음을 알게 된다.","https://image.aladin.co.kr/product/17180/18/coversum/8958205571_1.jpg","9788958205579.0","안승철 교수는 뇌 발달 분야 스테디셀러인 우리 아이 머리에선 무슨 일이 일어나고 있을까?를 번역하고, 딸과 함께 수학 공부를 하며 아이들은 왜 수학을 어려워할까? 등을 집필해 독자들의 많은 사랑을 받아왔다. 이번 책에서는 자신의 전공 분야인 의학의 기초를 소개한다.","51272.0","국내도서>과학>의학"
"의대를 꿈꾸는 대한민국의 천재들","이종훈 지음","한언","2020","신착도서","9788955968996 ","의대를 꿈꾸는 대한민국의 천재들","이종훈","","9788955968996","한언","2020-09-10","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5479890%3Ftimestamp%3D20230107145230","https://search.daum.net/search?w=bookpage&bookId=5479890&q=%EC%9D%98%EB%8C%80%EB%A5%BC+%EA%BF%88%EA%BE%B8%EB%8A%94+%EB%8C%80%ED%95%9C%EB%AF%BC%EA%B5%AD%EC%9D%98+%EC%B2%9C%EC%9E%AC%EB%93%A4","이 책은 《의대를 꿈꾸는 대한민국의 천재들》의 확대 개정판이다. 인턴, 레지던트, 봉직의를 거쳐 현재 안과 개업의이자 가톨릭 의과대학 외래 교수로 활동하고 있는 이종훈 박사는 미래의 의사들을 위해 자신의 노하우와 최신 정보를 가득 담아 책으로 출간하였다. 첫 출간 후 15년이 지난 지금, 저자는 그동안 의료계에서 있었던 변화와 혁신, 새로운 노하우와 정보를 반영하여 이 확대 개정판을 출간했다. 이종훈 박사는 ‘의대에 가기 전에 꼭 알아야 할 것들’, ‘똑똑한 의대생활법’, ‘지치지 않고 수련생활 하는 비법’, ‘전문의 이후의 삶’과 ‘국내 의료계에 대한 예측’, ‘의사생활의 진정한 가치’, ‘100년 만의 팬데믹과 인수공통전염병’까지 조목조목 말하고 있다. 이 책이 처음 나왔을 때부터 주목을 받았던 ‘의학전문대학원과 미국의사고시’에 대한 정보도 최근 추세를 반영해 더욱 유용해졌다. 또한 사스와 메르스, 코로나 19로 촉발된 100년 만의 팬데믹과 인수공통감염병의 현황에 대한 논의를 싣고 있다. 그리고 한국 의료계의 현실과 의료계 파업, 의료 개방에 대한 고민도 나누고 있으며, 임상의사 외의 여러 진로에 대해서도 실제 현장의 다양한 분야를 소개하고 있다. 또한 ‘의사의 길을 정말 갈 것인가?’를 고민하는 젊은이들을 위해 이 땅에서 활약한 훌륭한 의사들을 소개했다. 알렌 박사, 홀 박사, 백인제 박사, 성산 장기려 박사, 이종욱 박사, 이호왕 박사 외에도 최초의 서양의사인 서재필, 최초의 서양 여의사인 박 에스더, 세브란스 1회 졸업생 등의 이야기는, 평생 직업으로서 의사가 되려는 젊은이들은 물론, 현재 인턴이나 레지던트로 활동하는 청년 의사들에게도 많은 교훈과 가르침을 줄 것이다. 그렇다고 이 책이 결코 재미없거나 딱딱하지도 않다. 곳곳에 ‘의대 커플 이야기, 연애, 해부학 실습, 시험’ 등과 관련된 생생한 에피소드를 담아서 누구나 재미있게 읽을 수 있다. 의사를 희망하는 중고등학생들과 학부모들의 필독서이자, 현 의대생, 평소 의사생활을 궁금해했던 일반인 모두 읽을 만하다.","https://image.aladin.co.kr/product/25108/61/coversum/895596899x_1.jpg","9788955968996.0","의대를 꿈꾸는 대한민국의 천재들의 확대 개정판이다. 인턴, 레지던트, 봉직의를 거쳐 현재 안과 개업의이자 가톨릭 의과대학 외래 교수로 활동하고 있는 이종훈 박사는 미래의 의사들을 위해 자신의 노하우와 최신 정보를 가득 담아 책으로 출간하였다.","2012.0","국내도서>청소년>청소년의 진로선택"
