"자료명","저자","출판사","출판년도","소장처","ISBN","카카오제목","카카오작가","카카오번역자","카카오ISBN","카카오출판사","카카오출간일","카카오썸네일","카카오URL","책소개"
"(처음 해 보는)한글 오피스97. 3: 한글 파워포인트 97","안성욱 ; 김선민 [공저]","교학사","1998","자료실","8909042516 ","한글오피스 97(전4권)","안성욱 외","","9788909042512.0","교학사","1998-01-20","","https://search.daum.net/search?w=bookpage&bookId=366004&q=%ED%95%9C%EA%B8%80%EC%98%A4%ED%94%BC%EC%8A%A4+97%28%EC%A0%844%EA%B6%8C%29"," "
"(처음 해 보는) 한글 오피스 97. 1: 한글워드/아웃룩 97","안성욱 ; 김선민 [공저]","교학사","1998","자료실","8909042516 ","한글오피스 97(전4권)","안성욱 외","","9788909042512.0","교학사","1998-01-20","","https://search.daum.net/search?w=bookpage&bookId=366004&q=%ED%95%9C%EA%B8%80%EC%98%A4%ED%94%BC%EC%8A%A4+97%28%EC%A0%844%EA%B6%8C%29"," "
"(컴퓨터 새내기를 위한)한글 오피스 97 : FOR WINDOWS","웨벌카, 피터","영진출판사","1998","자료실","8931409095 ","한글오피스 97(S/W포함)","영진교재개발팀 편","","9788931409093.0","영진닷컴","1998-03-25","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F481466%3Ftimestamp%3D20190123090932","https://search.daum.net/search?w=bookpage&bookId=481466&q=%ED%95%9C%EA%B8%80%EC%98%A4%ED%94%BC%EC%8A%A4+97%28S%2FW%ED%8F%AC%ED%95%A8%29"," "
"(할 수 있다!)한글 윈도우NT : 워크스테이션4.0","타나카, 와타루","영진출판사","1998","자료실","8931408870 ","한글윈도우 NT 워크스테이션 4.0(할수있다)","영진기획팀 편","","9788931408874.0","영진닷컴","1998-01-30","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F481426%3Ftimestamp%3D20190123090914","https://search.daum.net/search?w=bookpage&bookId=481426&q=%ED%95%9C%EA%B8%80%EC%9C%88%EB%8F%84%EC%9A%B0+NT+%EC%9B%8C%ED%81%AC%EC%8A%A4%ED%85%8C%EC%9D%B4%EC%85%98+4.0%28%ED%95%A0%EC%88%98%EC%9E%88%EB%8B%A4%29"," "
"(두 번만 읽으면 끝나는)영문법","배진용","도솔","1998","자료실","8972200581 ","두 번만 읽으면 끝나는 영문법","배진용","","9788972200581.0","도솔","2005-10-01","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F998035%3Ftimestamp%3D20221025130655","https://search.daum.net/search?w=bookpage&bookId=998035&q=%EB%91%90+%EB%B2%88%EB%A7%8C+%EC%9D%BD%EC%9C%BC%EB%A9%B4+%EB%81%9D%EB%82%98%EB%8A%94+%EC%98%81%EB%AC%B8%EB%B2%95"," "
"國際테러의 法的 規制에 關한 硏究","정형근","고려원","1992","자료실","8912123173 ","국제테러의 법적 규제에 관한 연구","정형근","","9788912123178.0","고려원","1992-12-01","","https://search.daum.net/search?w=bookpage&bookId=382067&q=%EA%B5%AD%EC%A0%9C%ED%85%8C%EB%9F%AC%EC%9D%98+%EB%B2%95%EC%A0%81+%EA%B7%9C%EC%A0%9C%EC%97%90+%EA%B4%80%ED%95%9C+%EC%97%B0%EA%B5%AC"," "
"광개토대제. 제1부: 제왕의 조건","정립","유정","1993","자료실","8978310044 ","광개토대제 제1부:제왕의 조건","정립","","9788978310048.0","유정","1993-07-01","","https://search.daum.net/search?w=bookpage&bookId=1095413&q=%EA%B4%91%EA%B0%9C%ED%86%A0%EB%8C%80%EC%A0%9C+%EC%A0%9C1%EB%B6%80%3A%EC%A0%9C%EC%99%95%EC%9D%98+%EC%A1%B0%EA%B1%B4"," "
"한국의 꽃문화","송홍선","문예산책","1996","자료실","8986387247 ","한국의 꽃문화","송홍선","","9788986387247.0","문예산책","1996-11-26","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1237293%3Ftimestamp%3D20190127102722","https://search.daum.net/search?w=bookpage&bookId=1237293&q=%ED%95%9C%EA%B5%AD%EC%9D%98+%EA%BD%83%EB%AC%B8%ED%99%94"," "
"한국의 나무문화","송홍선","문예산책","1996","자료실","8986387255 ","한국의 나무문화","송홍선","","9788986387254.0","문예산책","1996-11-26","","https://search.daum.net/search?w=bookpage&bookId=1234434&q=%ED%95%9C%EA%B5%AD%EC%9D%98+%EB%82%98%EB%AC%B4%EB%AC%B8%ED%99%94"," "
"명작 속 명작","박덕은 [엮음]","우리문학사","1997","자료실","8974231034 ","명작 속 명작","박덕은 역","","9788974231033.0","우리문학사","1997-05-20","","https://search.daum.net/search?w=bookpage&bookId=1034413&q=%EB%AA%85%EC%9E%91+%EC%86%8D+%EB%AA%85%EC%9E%91"," "
"사람은 무엇으로 사는가","톨스토이, 레프 니콜라에비치","맑은소리","2002","자료실","8980500203 ","사람은 무엇으로 사는가 1","L.N. 톨스토이","안의정","9788980500208.0","맑은소리","1996-10-22","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1122546%3Ftimestamp%3D20190126215931","https://search.daum.net/search?w=bookpage&bookId=1122546&q=%EC%82%AC%EB%9E%8C%EC%9D%80+%EB%AC%B4%EC%97%87%EC%9C%BC%EB%A1%9C+%EC%82%AC%EB%8A%94%EA%B0%80+1"," "
"한글프로96 무작정 따라하기","류정선","길벗","1997","자료실","8975602125 ","한글프로96  무작정따라하기","류정선 외","","9788975602122.0","길벗","1997-04-25","","https://search.daum.net/search?w=bookpage&bookId=1060072&q=%ED%95%9C%EA%B8%80%ED%94%84%EB%A1%9C96++%EB%AC%B4%EC%9E%91%EC%A0%95%EB%94%B0%EB%9D%BC%ED%95%98%EA%B8%B0"," "
"(한글윈도우 95)팁 & 테크","김평우","정보게이트","1997","자료실","8981610126 ","팁 & 테크","김평우","","9788981610128.0","정보게이트","1997-04-18","","https://search.daum.net/search?w=bookpage&bookId=1138082&q=%ED%8C%81+%26+%ED%85%8C%ED%81%AC"," "
"한국의 시 170선","이철호 외[편]","기린원","1995","자료실","8943900813 ","한국의 시 170선","이철호 외","","9788943900816.0","기린원","1995-08-01","","https://search.daum.net/search?w=bookpage&bookId=590629&q=%ED%95%9C%EA%B5%AD%EC%9D%98+%EC%8B%9C+170%EC%84%A0"," "
"이야기 고려왕조사","최범서","청아출판사","1997","자료실","8936800663 ","이야기 고려왕조사","최범서","","9788936800666.0","청아출판사","1996-09-10","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F538011%3Ftimestamp%3D20190123171717","https://search.daum.net/search?w=bookpage&bookId=538011&q=%EC%9D%B4%EC%95%BC%EA%B8%B0+%EA%B3%A0%EB%A0%A4%EC%99%95%EC%A1%B0%EC%82%AC"," "
"(한권으로 보는)사기","사마천","서해문집","1997","자료실","8974830736 ","한권으로 보는 사기","사마천","김진연 외","9788974830731.0","서해문집","1997-02-01","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1046962%3Ftimestamp%3D20190126142121","https://search.daum.net/search?w=bookpage&bookId=1046962&q=%ED%95%9C%EA%B6%8C%EC%9C%BC%EB%A1%9C+%EB%B3%B4%EB%8A%94+%EC%82%AC%EA%B8%B0"," "
"경기북부와 북한강","한국문화유산답사회","돌베개","1997","자료실","8971990856 ","경기북부와 북한강(답사여행의 길잡이 9)","한국문화유산답사회 편","","9788971990858.0","돌베개","1997-04-29","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F992969%3Ftimestamp%3D20190126091131","https://search.daum.net/search?w=bookpage&bookId=992969&q=%EA%B2%BD%EA%B8%B0%EB%B6%81%EB%B6%80%EC%99%80+%EB%B6%81%ED%95%9C%EA%B0%95%28%EB%8B%B5%EC%82%AC%EC%97%AC%ED%96%89%EC%9D%98+%EA%B8%B8%EC%9E%A1%EC%9D%B4+9%29"," "
"동해·설악","한국문화유산답사회","돌베개","1997","자료실","8971990392 ","답사여행의 길잡이 세트(전15권)","한국문화유산답사회 엮음","","9788971990391.0","돌베개","2004-12-20","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F993498%3Ftimestamp%3D20190126091342","https://search.daum.net/search?w=bookpage&bookId=993498&q=%EB%8B%B5%EC%82%AC%EC%97%AC%ED%96%89%EC%9D%98+%EA%B8%B8%EC%9E%A1%EC%9D%B4+%EC%84%B8%ED%8A%B8%28%EC%A0%8415%EA%B6%8C%29"," "
"슬픈 어머니","김종윤","자유지성사","||||","자료실","897997048X","슬픈 어머니 1","김종윤","","9788979970487.0","자유지성사","1998-05-18","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1114492%3Ftimestamp%3D20190126210741","https://search.daum.net/search?w=bookpage&bookId=1114492&q=%EC%8A%AC%ED%94%88+%EC%96%B4%EB%A8%B8%EB%8B%88+1"," "
"소설 봉이 김선달","김경순","祐成出版社","1993","자료실","8975840638 ","소설 봉이 김선달","김경순","","9788975840630.0","우성출판사","1993-09-01","","https://search.daum.net/search?w=bookpage&bookId=1063094&q=%EC%86%8C%EC%84%A4+%EB%B4%89%EC%9D%B4+%EA%B9%80%EC%84%A0%EB%8B%AC"," "
"(조정래 대하소설) 아리랑. 10","조정래","해냄","2001","자료실","8973374281 ","아리랑 10","조정래","","9788973374281.0","해냄출판사","1995-05-17","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1020088%3Ftimestamp%3D20230503172327","https://search.daum.net/search?w=bookpage&bookId=1020088&q=%EC%95%84%EB%A6%AC%EB%9E%91+10"," "
"(조정래 대하소설) 아리랑. 9","조정래","해냄","2001","자료실","8973374273 ","아리랑 9","조정래","","9788973374274.0","해냄출판사","1995-06-05","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1021161%3Ftimestamp%3D20230503185222","https://search.daum.net/search?w=bookpage&bookId=1021161&q=%EC%95%84%EB%A6%AC%EB%9E%91+9"," "
"(조정래 대하소설) 아리랑. 8","조정래","해냄","2001","자료실","8973374265 ","아리랑 8","조정래","","9788973374267.0","해냄출판사","2001-10-10","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1020087%3Ftimestamp%3D20230503143714","https://search.daum.net/search?w=bookpage&bookId=1020087&q=%EC%95%84%EB%A6%AC%EB%9E%91+8"," "
"(조정래 대하소설) 아리랑. 7","조정래","해냄","2001","자료실","8973374257 ","아리랑 7","조정래","","9788973374250.0","해냄출판사","1994-10-01","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1021159%3Ftimestamp%3D20230503150853","https://search.daum.net/search?w=bookpage&bookId=1021159&q=%EC%95%84%EB%A6%AC%EB%9E%91+7"," "
"한국 문화재 수난사","이구열","돌베개","1997","자료실","8971990929 ","한국 문화재 수난사","이구열","","9788971990926.0","돌베개","1996-08-13","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F994576%3Ftimestamp%3D20190126091934","https://search.daum.net/search?w=bookpage&bookId=994576&q=%ED%95%9C%EA%B5%AD+%EB%AC%B8%ED%99%94%EC%9E%AC+%EC%88%98%EB%82%9C%EC%82%AC"," "
"우리 학문의 길","조동일","지식산업사","1993","자료실","8942330037 ","우리 학문의 길","조동일","","9788942330034.0","지식산업사","2003-03-20","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F577205%3Ftimestamp%3D20190123212353","https://search.daum.net/search?w=bookpage&bookId=577205&q=%EC%9A%B0%EB%A6%AC+%ED%95%99%EB%AC%B8%EC%9D%98+%EA%B8%B8"," "
"(원색도감)한국의 버섯","박완희","교학사","1996","자료실","8909010932 ","한국의 버섯","박완희","","9788909010931.0","교학사","1991-11-01","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F364172%3Ftimestamp%3D20190122182911","https://search.daum.net/search?w=bookpage&bookId=364172&q=%ED%95%9C%EA%B5%AD%EC%9D%98+%EB%B2%84%EC%84%AF"," "
"천마총 가는 길 外","양귀자","동아","1996","자료실","8900035991 ","천마총 가는 길 외(한국소설문학대계 077)","양귀자","","9788900035995.0","두산잡지BU","1995-07-01","","https://search.daum.net/search?w=bookpage&bookId=330068&q=%EC%B2%9C%EB%A7%88%EC%B4%9D+%EA%B0%80%EB%8A%94+%EA%B8%B8+%EC%99%B8%28%ED%95%9C%EA%B5%AD%EC%86%8C%EC%84%A4%EB%AC%B8%ED%95%99%EB%8C%80%EA%B3%84+077%29"," "
"한국 현대 문학사 1945-1990","권영민","민음사","1996","자료실","8937410389 ","한국현대문학사:1945-1990","권영민","","9788937410383.0","민음사","2000-03-30","","https://search.daum.net/search?w=bookpage&bookId=537852&q=%ED%95%9C%EA%B5%AD%ED%98%84%EB%8C%80%EB%AC%B8%ED%95%99%EC%82%AC%3A1945-1990"," "
"허생전을 배우는 시간/애기똥풀/허공에 걸린 길 外","최시한/이병천/양순석","동아","1995","자료실","8900036130 ","허생전을 배우는 시간 애기똥풀 허공에 걸린길 외(한국소설문학대계 91)","최시한 외","","9788900036138.0","두산잡지BU","1995-09-01","","https://search.daum.net/search?w=bookpage&bookId=330088&q=%ED%97%88%EC%83%9D%EC%A0%84%EC%9D%84+%EB%B0%B0%EC%9A%B0%EB%8A%94+%EC%8B%9C%EA%B0%84+%EC%95%A0%EA%B8%B0%EB%98%A5%ED%92%80+%ED%97%88%EA%B3%B5%EC%97%90+%EA%B1%B8%EB%A6%B0%EA%B8%B8+%EC%99%B8%28%ED%95%9C%EA%B5%AD%EC%86%8C%EC%84%A4%EB%AC%B8%ED%95%99%EB%8C%80%EA%B3%84+91%29"," "
"소지/미늘 外","이창동/안정효","동아","1995","자료실","8900036084 ","소지 미늘 외(한국소설문학대계 086)","이창동 외","","9788900036084.0","두산잡지BU","1995-09-01","","https://search.daum.net/search?w=bookpage&bookId=330083&q=%EC%86%8C%EC%A7%80+%EB%AF%B8%EB%8A%98+%EC%99%B8%28%ED%95%9C%EA%B5%AD%EC%86%8C%EC%84%A4%EB%AC%B8%ED%95%99%EB%8C%80%EA%B3%84+086%29"," "
"안순진 에티켓 교실","안순진","자유문학사","1994","자료실","8942401066 ","안순진 에티켓 교실","안순진","","9788942401062.0","자유문학사","1994-11-01","","https://search.daum.net/search?w=bookpage&bookId=576050&q=%EC%95%88%EC%88%9C%EC%A7%84+%EC%97%90%ED%8B%B0%EC%BC%93+%EA%B5%90%EC%8B%A4"," "
"한국門中풍수","김호년","동학사","1996","자료실","8971900334 ","한국 명가의 풍수","김호년","","9788971900338.0","동학사","1996-04-01","","https://search.daum.net/search?w=bookpage&bookId=988965&q=%ED%95%9C%EA%B5%AD+%EB%AA%85%EA%B0%80%EC%9D%98+%ED%92%8D%EC%88%98"," "
"한국사상사의 인식","유초하","한길사","1994","자료실","8935600091 ","한국사상사의 인식(오늘의사상신서 150)","유초하","","9788935600090.0","한길사","1994-03-01","","https://search.daum.net/search?w=bookpage&bookId=524599&q=%ED%95%9C%EA%B5%AD%EC%82%AC%EC%83%81%EC%82%AC%EC%9D%98+%EC%9D%B8%EC%8B%9D%28%EC%98%A4%EB%8A%98%EC%9D%98%EC%82%AC%EC%83%81%EC%8B%A0%EC%84%9C+150%29"," "
"회색 눈사람/경마장의 오리나무 外","최윤/하일지","동아","1995","자료실","8900036114 ","회색눈사람 경마장의 오리나무 외(한국소설문학대계 089)","최윤 외","","9788900036114.0","두산잡지BU","1995-09-01","","https://search.daum.net/search?w=bookpage&bookId=330009&q=%ED%9A%8C%EC%83%89%EB%88%88%EC%82%AC%EB%9E%8C+%EA%B2%BD%EB%A7%88%EC%9E%A5%EC%9D%98+%EC%98%A4%EB%A6%AC%EB%82%98%EB%AC%B4+%EC%99%B8%28%ED%95%9C%EA%B5%AD%EC%86%8C%EC%84%A4%EB%AC%B8%ED%95%99%EB%8C%80%EA%B3%84+089%29"," "
"화두,기록,화석/수리부엉이 外","최수철/정찬","동아","1995","자료실","8900036068 ","화두 기록 화석 수리부엉이 외(한국소설문학대계 084)","최수철","","9788900036060.0","두산잡지BU","1995-09-01","","https://search.daum.net/search?w=bookpage&bookId=329886&q=%ED%99%94%EB%91%90+%EA%B8%B0%EB%A1%9D+%ED%99%94%EC%84%9D+%EC%88%98%EB%A6%AC%EB%B6%80%EC%97%89%EC%9D%B4+%EC%99%B8%28%ED%95%9C%EA%B5%AD%EC%86%8C%EC%84%A4%EB%AC%B8%ED%95%99%EB%8C%80%EA%B3%84+084%29"," "
"괴테 문학의 여성미","안진태","열린책들","1995","자료실","8932901201 ","괴테 문학의 여성미","안진태","","9788932901206.0","열린책들","1995-11-01","","https://search.daum.net/search?w=bookpage&bookId=505784&q=%EA%B4%B4%ED%85%8C+%EB%AC%B8%ED%95%99%EC%9D%98+%EC%97%AC%EC%84%B1%EB%AF%B8"," "
"난장이가 쏘아올린 작은 공 外","조세희","동아","1995","자료실","8900035738 ","난장이가 쏘아올린 작은 공 외(한국소설문학대계 051)","조세희","","9788900035735.0","두산잡지BU","1995-05-01","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F330028%3Ftimestamp%3D20190122143000","https://search.daum.net/search?w=bookpage&bookId=330028&q=%EB%82%9C%EC%9E%A5%EC%9D%B4%EA%B0%80+%EC%8F%98%EC%95%84%EC%98%AC%EB%A6%B0+%EC%9E%91%EC%9D%80+%EA%B3%B5+%EC%99%B8%28%ED%95%9C%EA%B5%AD%EC%86%8C%EC%84%A4%EB%AC%B8%ED%95%99%EB%8C%80%EA%B3%84+051%29"," "
"한국대표 중단편 소설 50. 5","권순용 [편]","중앙일보사","1995","자료실","8946101555 ","한국 대표 중단편 소설 50(5)","박완서","","9788946101555.0","중앙M&B","1999-03-01","","https://search.daum.net/search?w=bookpage&bookId=605201&q=%ED%95%9C%EA%B5%AD+%EB%8C%80%ED%91%9C+%EC%A4%91%EB%8B%A8%ED%8E%B8+%EC%86%8C%EC%84%A4+50%285%29"," "
"한국대표 중단편 소설 50. 4","권순용 [편]","중앙일보사","1995","자료실","8946101547 ","한국 대표 중단편 소설 50(4)","김성동 외","","9788946101548.0","중앙M&B","1999-03-01","","https://search.daum.net/search?w=bookpage&bookId=601334&q=%ED%95%9C%EA%B5%AD+%EB%8C%80%ED%91%9C+%EC%A4%91%EB%8B%A8%ED%8E%B8+%EC%86%8C%EC%84%A4+50%284%29"," "
"한국대표 중단편 소설 50. 3","권순용 [편]","중앙일보사","1995","자료실","8946101539 ","한국 대표 중단편 소설 50(3)","황석영","","9788946101531.0","중앙M&B","1999-03-01","","https://search.daum.net/search?w=bookpage&bookId=605197&q=%ED%95%9C%EA%B5%AD+%EB%8C%80%ED%91%9C+%EC%A4%91%EB%8B%A8%ED%8E%B8+%EC%86%8C%EC%84%A4+50%283%29"," "
"한국대표 중단편 소설 50. 2","권순용 [편]","중앙일보사","1995","자료실","8946101520 ","한국 대표 중단편 소설 50(2)","김승옥","","9788946101524.0","중앙M&B","1999-03-01","","https://search.daum.net/search?w=bookpage&bookId=601330&q=%ED%95%9C%EA%B5%AD+%EB%8C%80%ED%91%9C+%EC%A4%91%EB%8B%A8%ED%8E%B8+%EC%86%8C%EC%84%A4+50%282%29"," "
"한국대표 중단편 소설 50. 1","권순용 [편]","중앙일보사","1995","자료실","8946101512 ","한국 대표 중단편 소설 50(1)","이태준","","9788946101517.0","중앙M&B","1999-03-01","","https://search.daum.net/search?w=bookpage&bookId=605192&q=%ED%95%9C%EA%B5%AD+%EB%8C%80%ED%91%9C+%EC%A4%91%EB%8B%A8%ED%8E%B8+%EC%86%8C%EC%84%A4+50%281%29"," "
"유전자 사냥꾼","비숍, 제리","동아출판사","1995","자료실","8900045148 ","유전자 사냥꾼","제리 비숍 외","김동광","9788900045147.0","두산잡지BU","1995-11-01","","https://search.daum.net/search?w=bookpage&bookId=330525&q=%EC%9C%A0%EC%A0%84%EC%9E%90+%EC%82%AC%EB%83%A5%EA%BE%BC"," "
"이야기 이승만","이현희","신원문화사","1995","자료실","8935904384 ","이야기 이승만","이현희","","9788935904389.0","신원문화사","1995-11-01","","https://search.daum.net/search?w=bookpage&bookId=527351&q=%EC%9D%B4%EC%95%BC%EA%B8%B0+%EC%9D%B4%EC%8A%B9%EB%A7%8C"," "
"쌈지 속에 담긴 일본이야기","조양욱","고려원","1995","자료실","8912121863 ","쌈지 속에 담긴 일본이야기","조양욱","","9788912121860.0","고려원","1995-11-30","","https://search.daum.net/search?w=bookpage&bookId=382120&q=%EC%8C%88%EC%A7%80+%EC%86%8D%EC%97%90+%EB%8B%B4%EA%B8%B4+%EC%9D%BC%EB%B3%B8%EC%9D%B4%EC%95%BC%EA%B8%B0"," "
"우리들의 조부님/용가리 통뼈 外","현길언/유순하","동아","1995","자료실","8900036041 ","우리들의 조부님 용가리통뼈 외(한국소설문학대계 082)","현길언","","9788900036046.0","두산잡지BU","1995-09-01","","https://search.daum.net/search?w=bookpage&bookId=329999&q=%EC%9A%B0%EB%A6%AC%EB%93%A4%EC%9D%98+%EC%A1%B0%EB%B6%80%EB%8B%98+%EC%9A%A9%EA%B0%80%EB%A6%AC%ED%86%B5%EB%BC%88+%EC%99%B8%28%ED%95%9C%EA%B5%AD%EC%86%8C%EC%84%A4%EB%AC%B8%ED%95%99%EB%8C%80%EA%B3%84+082%29"," "
"철쭉제 外","서정인","동아","1995","자료실","8900035681 ","철쭉제 외(한국소설문학대계 046)","서정인","","9788900035681.0","두산잡지BU","1995-05-01","","https://search.daum.net/search?w=bookpage&bookId=329824&q=%EC%B2%A0%EC%AD%89%EC%A0%9C+%EC%99%B8%28%ED%95%9C%EA%B5%AD%EC%86%8C%EC%84%A4%EB%AC%B8%ED%95%99%EB%8C%80%EA%B3%84+046%29"," "
"양을 쫓는 모험","무라카미 하루키","문학사상사","1995","자료실","8970121706 ","양을 쫓는 모험","무라카미 하루키","신태영","9788970121703.0","문학사상사","1995-11-01","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F953848%3Ftimestamp%3D20220728203548","https://search.daum.net/search?w=bookpage&bookId=953848&q=%EC%96%91%EC%9D%84+%EC%AB%93%EB%8A%94+%EB%AA%A8%ED%97%98"," "
"윈스턴 처칠의 재치와 지혜","흄스, 제임스 C","국민서관","1995","자료실","8911011061 ","윈스턴 처칠의 재치와 지혜","제임스 C. 흄스","권국성","9788911011063.0","국민서관","1995-07-01","","https://search.daum.net/search?w=bookpage&bookId=380123&q=%EC%9C%88%EC%8A%A4%ED%84%B4+%EC%B2%98%EC%B9%A0%EC%9D%98+%EC%9E%AC%EC%B9%98%EC%99%80+%EC%A7%80%ED%98%9C"," "
"고운정 미운정","고은정","세시","1996","자료실","8985982311 ","고운 정 미운 정","고은정","","9788985982313.0","세시","1996-08-15","","https://search.daum.net/search?w=bookpage&bookId=1224937&q=%EA%B3%A0%EC%9A%B4+%EC%A0%95+%EB%AF%B8%EC%9A%B4+%EC%A0%95"," "
