"자료명","저자","출판사","출판년도","소장처","ISBN","카카오제목","카카오작가","카카오번역자","카카오ISBN","카카오출판사","카카오출간일","카카오썸네일","카카오URL","책소개"
"그리고 신은 시인을 창조했다","남진우","문학동네","2001","자료실","8982814256 ","그리고 신은 시인을 창조했다","남진우","","9788982814259.0","문학동네","2001-09-10","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1157026%3Ftimestamp%3D20190127015939","https://search.daum.net/search?w=bookpage&bookId=1157026&q=%EA%B7%B8%EB%A6%AC%EA%B3%A0+%EC%8B%A0%EC%9D%80+%EC%8B%9C%EC%9D%B8%EC%9D%84+%EC%B0%BD%EC%A1%B0%ED%96%88%EB%8B%A4"," "
"갯벌 탐사 도감","김종문","예림당","2002","자료실","8930235093 ","갯벌 탐사 도감","김종문","","9788930235099.0","예림당","2000-08-01","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F470509%3Ftimestamp%3D20190123082313","https://search.daum.net/search?w=bookpage&bookId=470509&q=%EA%B0%AF%EB%B2%8C+%ED%83%90%EC%82%AC+%EB%8F%84%EA%B0%90"," "
"춤추는 물고기","김익수","다른세상","||||","자료실","8977660130 ","춤추는 물고기","김익수","","9788977660137.0","다른세상","2000-04-16","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1087022%3Ftimestamp%3D20190126181857","https://search.daum.net/search?w=bookpage&bookId=1087022&q=%EC%B6%A4%EC%B6%94%EB%8A%94+%EB%AC%BC%EA%B3%A0%EA%B8%B0"," "
"해리포터와 불의 잔. 제4권: Ⅰ","조앤.K.롤링 지음","문학수첩","2001","자료실","9788983920928 ","해리포터와 불의 잔 제4권 1","조앤 K. 롤링","김혜원 외","9788983920928.0","문학수첩","2009-10-05","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1172164%3Ftimestamp%3D20220903161627","https://search.daum.net/search?w=bookpage&bookId=1172164&q=%ED%95%B4%EB%A6%AC%ED%8F%AC%ED%84%B0%EC%99%80+%EB%B6%88%EC%9D%98+%EC%9E%94+%EC%A0%9C4%EA%B6%8C+1"," "
"해리포터와 비밀의 방. 제2권: Ⅱ","조앤.K.롤링","문학수첩","2001","자료실","9788983920706 ","해리포터와 비밀의 방 제2권 1","조앤 K. 롤링","","9788983920706.0","문학수첩","2009-10-05","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1172014%3Ftimestamp%3D20221025115904","https://search.daum.net/search?w=bookpage&bookId=1172014&q=%ED%95%B4%EB%A6%AC%ED%8F%AC%ED%84%B0%EC%99%80+%EB%B9%84%EB%B0%80%EC%9D%98+%EB%B0%A9+%EC%A0%9C2%EA%B6%8C+1"," "
"해리포터와 비밀의 방. 제2권: Ⅰ","조앤.K.롤링 지음","문학수첩","2001","자료실","9788983920706 ","해리포터와 비밀의 방 제2권 1","조앤 K. 롤링","","9788983920706.0","문학수첩","2009-10-05","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1172014%3Ftimestamp%3D20221025115904","https://search.daum.net/search?w=bookpage&bookId=1172014&q=%ED%95%B4%EB%A6%AC%ED%8F%AC%ED%84%B0%EC%99%80+%EB%B9%84%EB%B0%80%EC%9D%98+%EB%B0%A9+%EC%A0%9C2%EA%B6%8C+1"," "
"(고교생과 함께하는)김윤식 교수의 소설 특강. 2","김윤식 [엮음]","한국문학사","1997","자료실","8987527026 ","김윤식 교수의 소설특강. 2","김윤식","","9788987527024.0","한국문학사","1997-06-01","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1255513%3Ftimestamp%3D20221025125145","https://search.daum.net/search?w=bookpage&bookId=1255513&q=%EA%B9%80%EC%9C%A4%EC%8B%9D+%EA%B5%90%EC%88%98%EC%9D%98+%EC%86%8C%EC%84%A4%ED%8A%B9%EA%B0%95.+2"," "
"(조정래 대하소설) 아리랑. 2","조정래","해냄","2001","자료실","8973374206 ","아리랑 2","조정래","","9788973374205.0","해냄출판사","1994-06-01","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1021155%3Ftimestamp%3D20230503175222","https://search.daum.net/search?w=bookpage&bookId=1021155&q=%EC%95%84%EB%A6%AC%EB%9E%91+2"," "
"나의 북한 문화유산답사기. 하: 금강예찬","유홍준","중앙엠앤비","2001","자료실","8983755423 ","나의 북한 문화유산답사기(하)","유홍준","","9788983755421.0","중앙M&B","2001-01-18","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1168345%3Ftimestamp%3D20221025121206","https://search.daum.net/search?w=bookpage&bookId=1168345&q=%EB%82%98%EC%9D%98+%EB%B6%81%ED%95%9C+%EB%AC%B8%ED%99%94%EC%9C%A0%EC%82%B0%EB%8B%B5%EC%82%AC%EA%B8%B0%28%ED%95%98%29"," "
"나의 북한 문화유산답사기. 상: 평양의 날은 개었습니다","유홍준","중앙엠앤비","2001","자료실","8983751800 ","나의 북한 문화유산답사기(상)","유홍준","","9788983751805.0","중앙M&B","2000-01-20","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1165281%3Ftimestamp%3D20221025130110","https://search.daum.net/search?w=bookpage&bookId=1165281&q=%EB%82%98%EC%9D%98+%EB%B6%81%ED%95%9C+%EB%AC%B8%ED%99%94%EC%9C%A0%EC%82%B0%EB%8B%B5%EC%82%AC%EA%B8%B0%28%EC%83%81%29"," "
"사랑의 정신분석","크리스테바, 줄리아","민음사","1999","자료실","8937470039 ","사랑의 정신분석","Julia Kristeva","김인환","9788937470035.0","민음사","1999-01-30","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F541116%3Ftimestamp%3D20211029184756","https://search.daum.net/search?w=bookpage&bookId=541116&q=%EC%82%AC%EB%9E%91%EC%9D%98+%EC%A0%95%EC%8B%A0%EB%B6%84%EC%84%9D"," "
"해리포터와 마법사의 돌. 제1권: Ⅰ","조앤 K. 롤링","문학수첩","2000","자료실","8983920688 ","해리포터와 마법사의 돌 제1권 1","조앤 K. 롤링","","9788983920683.0","문학수첩","2009-10-05","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1173168%3Ftimestamp%3D20220805172917","https://search.daum.net/search?w=bookpage&bookId=1173168&q=%ED%95%B4%EB%A6%AC%ED%8F%AC%ED%84%B0%EC%99%80+%EB%A7%88%EB%B2%95%EC%82%AC%EC%9D%98+%EB%8F%8C+%EC%A0%9C1%EA%B6%8C+1"," "
"성역은 없다","함승희","문예당","1995","자료실","898597520X","성역은 없다","함승희","","9788985975209.0","문예당","1995-10-01","","https://search.daum.net/search?w=bookpage&bookId=1224918&q=%EC%84%B1%EC%97%AD%EC%9D%80+%EC%97%86%EB%8B%A4"," "
"(서울대 선정)동서고전 200선. 해제. 3","반덕진 [편저]","가람기획","1995","자료실","8985466143 ","동서고전 200선(해제 1)(개정판)","반덕진","","9788985466141.0","가람기획","2006-11-20","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1217982%3Ftimestamp%3D20221025125336","https://search.daum.net/search?w=bookpage&bookId=1217982&q=%EB%8F%99%EC%84%9C%EA%B3%A0%EC%A0%84+200%EC%84%A0%28%ED%95%B4%EC%A0%9C+1%29%28%EA%B0%9C%EC%A0%95%ED%8C%90%29"," "
"행복한 마음","김정섭","김영사","1999","자료실","8934903848 ","행복한 마음","김정섭","","9788934903840.0","김영사","1985-11-01","","https://search.daum.net/search?w=bookpage&bookId=517110&q=%ED%96%89%EB%B3%B5%ED%95%9C+%EB%A7%88%EC%9D%8C"," "
"여성이여, 테러리스트가 돼라","전여옥","푸른숲","1995","자료실","8971841001 ","여성이여 테러리스트가 돼라","전여옥","","9788971841006.0","푸른숲","1995-11-01","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F987681%3Ftimestamp%3D20190126084129","https://search.daum.net/search?w=bookpage&bookId=987681&q=%EC%97%AC%EC%84%B1%EC%9D%B4%EC%97%AC+%ED%85%8C%EB%9F%AC%EB%A6%AC%EC%8A%A4%ED%8A%B8%EA%B0%80+%EB%8F%BC%EB%9D%BC"," "
"인터넷 정보검색사 1급","한국정보통신진흥협회. ; 인터넷기술자격인증위원회","박문각","1999","자료실","8941460530 ","인터넷 정보검색사(1급)","인터넷기술자격인증위원회편","","9788941460534.0","박문각","1999-09-20","","https://search.daum.net/search?w=bookpage&bookId=572499&q=%EC%9D%B8%ED%84%B0%EB%84%B7+%EC%A0%95%EB%B3%B4%EA%B2%80%EC%83%89%EC%82%AC%281%EA%B8%89%29"," "
"내 마음의 수채화","김영진","태학사","2000","자료실","8976265912 ","내 마음의 수채화","김영진","","9788976265913.0","태학사","2000-12-23","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1069003%3Ftimestamp%3D20221025121217","https://search.daum.net/search?w=bookpage&bookId=1069003&q=%EB%82%B4+%EB%A7%88%EC%9D%8C%EC%9D%98+%EC%88%98%EC%B1%84%ED%99%94"," "
"데프콘3부 : 한미전쟁. 3-4: 끝없는 공방전","김경진","씨앗을 뿌리는 사람들","2000","자료실","8988803159 ","데프콘 제3부 4(한미전쟁)","김경진","","9788988803158.0","씨앗을뿌리는사람","2009-06-25","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1280270%3Ftimestamp%3D20221025143956","https://search.daum.net/search?w=bookpage&bookId=1280270&q=%EB%8D%B0%ED%94%84%EC%BD%98+%EC%A0%9C3%EB%B6%80+4%28%ED%95%9C%EB%AF%B8%EC%A0%84%EC%9F%81%29"," "
"우리는 엑셀로 한다","문제영","아이콘","1995","자료실","898126001X","우리는 엑셀로 한다","문제영","","9788981260019.0","아이콘","1995-01-01","","https://search.daum.net/search?w=bookpage&bookId=1134442&q=%EC%9A%B0%EB%A6%AC%EB%8A%94+%EC%97%91%EC%85%80%EB%A1%9C+%ED%95%9C%EB%8B%A4"," "
"자유선언","김충식","전주대학교출판부","1999","자료실","8985644475 ","사랑 선교 청년","김은수","","9788985644471.0","전주대학교출판부","1997-10-30","","https://search.daum.net/search?w=bookpage&bookId=1222662&q=%EC%82%AC%EB%9E%91+%EC%84%A0%EA%B5%90+%EC%B2%AD%EB%85%84"," "
"주님찾기","김영진","태학사","1997","자료실","8976262581 ","주님 찾기(시집)","김영진","","9788976262585.0","태학사","1997-09-10","","https://search.daum.net/search?w=bookpage&bookId=1068658&q=%EC%A3%BC%EB%8B%98+%EC%B0%BE%EA%B8%B0%28%EC%8B%9C%EC%A7%91%29"," "
"제4물결","메이너드, 허먼 주니어","韓國經濟新聞社","1993","자료실","8947520837 ","제4물결","허먼 메이너드 2세","한영환","9788947520836.0","한국경제신문사","1993-12-01","","https://search.daum.net/search?w=bookpage&bookId=611140&q=%EC%A0%9C4%EB%AC%BC%EA%B2%B0"," "
"21세기와의 대화","송두율","한겨레신문사","1998","자료실","8985505874 ","21세기와의 대화","송두율","","9788985505871.0","한겨레신문사","1998-08-28","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1224197%3Ftimestamp%3D20221025125112","https://search.daum.net/search?w=bookpage&bookId=1224197&q=21%EC%84%B8%EA%B8%B0%EC%99%80%EC%9D%98+%EB%8C%80%ED%99%94"," "
"(중국.일본편)선시감상사전","석지현 [엮음]","민족사","1997","자료실","8970096094 ","선시감상사전: 중국/일본편","석지현","","9788970096094.0","민족사","2016-04-10","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F953499%3Ftimestamp%3D20250228113343","https://search.daum.net/search?w=bookpage&bookId=953499&q=%EC%84%A0%EC%8B%9C%EA%B0%90%EC%83%81%EC%82%AC%EC%A0%84%3A+%EC%A4%91%EA%B5%AD%2F%EC%9D%BC%EB%B3%B8%ED%8E%B8"," "
"老莊思想","박이문","문학과지성사","||||","자료실","8932000972 ","노장사상(인문예술총서 6)","박이문","","9788932000978.0","문학과지성사","1990-07-01","","https://search.daum.net/search?w=bookpage&bookId=495463&q=%EB%85%B8%EC%9E%A5%EC%82%AC%EC%83%81%28%EC%9D%B8%EB%AC%B8%EC%98%88%EC%88%A0%EC%B4%9D%EC%84%9C+6%29"," "
"스포츠 영양·생리학","임기원 ; 최성근 공저","태근문화사","1997","자료실","8977530806 ","스포츠 영양 생리학","임기원 외","","9788977530805.0","태근문화사","1997-10-30","","https://search.daum.net/search?w=bookpage&bookId=1086328&q=%EC%8A%A4%ED%8F%AC%EC%B8%A0+%EC%98%81%EC%96%91+%EC%83%9D%EB%A6%AC%ED%95%99"," "
"일식","히라노 기이치로 ; 양윤옥 [옮김]","문학동네","1998","자료실","8982811729 ","일식","히라노 게이치로","양윤옥","9788982811722.0","문학동네","1999-04-08","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1155180%3Ftimestamp%3D20211122135127","https://search.daum.net/search?w=bookpage&bookId=1155180&q=%EC%9D%BC%EC%8B%9D"," "
"(진짜 검으로 승부하는) 한글 윈도우98","홍평기","교학사","1999","자료실","8909050772 ","한글윈도우 98(S/W포함)","홍평기","","9788909050777.0","교학사","1999-03-20","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F366946%3Ftimestamp%3D20190122183336","https://search.daum.net/search?w=bookpage&bookId=366946&q=%ED%95%9C%EA%B8%80%EC%9C%88%EB%8F%84%EC%9A%B0+98%28S%2FW%ED%8F%AC%ED%95%A8%29"," "
"푸른마을을 꿈꾸는 나무. Ⅰ","임경빈","중앙M&B","1998","자료실","8983751207 ","푸른마을을 꿈꾸는 나무 1(자연속의 인간:나무)","임경빈","","9788983751201.0","중앙M&B","1999-03-25","","https://search.daum.net/search?w=bookpage&bookId=1170066&q=%ED%91%B8%EB%A5%B8%EB%A7%88%EC%9D%84%EC%9D%84+%EA%BF%88%EA%BE%B8%EB%8A%94+%EB%82%98%EB%AC%B4+1%28%EC%9E%90%EC%97%B0%EC%86%8D%EC%9D%98+%EC%9D%B8%EA%B0%84%3A%EB%82%98%EB%AC%B4%29"," "
"(천년영웅)칭기즈칸. 5: 제2부 : 불타는 대륙","이재운","해냄","1998","자료실","8973371959 ","천년영웅 칭기즈칸 5","이재운","","9788973371952.0","해냄출판사","1998-07-20","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1017920%3Ftimestamp%3D20220930205802","https://search.daum.net/search?w=bookpage&bookId=1017920&q=%EC%B2%9C%EB%85%84%EC%98%81%EC%9B%85+%EC%B9%AD%EA%B8%B0%EC%A6%88%EC%B9%B8+5"," "
"서울대생 25명의 학과선택이야기","이용혁","세진기획","1998","자료실","898555557x","서울대생 25명의 학과선택이야기","이용혁 외","","9788985555579.0","세진기획","1998-10-01","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1220742%3Ftimestamp%3D20221025134128","https://search.daum.net/search?w=bookpage&bookId=1220742&q=%EC%84%9C%EC%9A%B8%EB%8C%80%EC%83%9D+25%EB%AA%85%EC%9D%98+%ED%95%99%EA%B3%BC%EC%84%A0%ED%83%9D%EC%9D%B4%EC%95%BC%EA%B8%B0"," "
"우리는 희망을 먹고 살아야 합니다","김형석","미래지성","1998","자료실","8986506149 ","우리는 희망을 먹고 살아야 합니다","김형석","","9788986506143.0","미래지성","1998-10-20","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1234828%3Ftimestamp%3D20190127101607","https://search.daum.net/search?w=bookpage&bookId=1234828&q=%EC%9A%B0%EB%A6%AC%EB%8A%94+%ED%9D%AC%EB%A7%9D%EC%9D%84+%EB%A8%B9%EA%B3%A0+%EC%82%B4%EC%95%84%EC%95%BC+%ED%95%A9%EB%8B%88%EB%8B%A4"," "
"(한국만화작가 50인이 본)제4의 물결 김대중","박대성 [편]","트루패밀리","1997","자료실","8987498042 ","제 4의 물결 김대중","김혜림 외","","9788987498041.0","트루패밀리","1997-11-10","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1251318%3Ftimestamp%3D20190127113924","https://search.daum.net/search?w=bookpage&bookId=1251318&q=%EC%A0%9C+4%EC%9D%98+%EB%AC%BC%EA%B2%B0+%EA%B9%80%EB%8C%80%EC%A4%91"," "
"(서울대 선정)동서고전 200선. 해제. 4","반덕진 [편저]","가람기획","1996","자료실","8985466321 ","동서고전 200선(해제 4)(개정판)","반덕진","","9788985466325.0","가람기획","2006-11-20","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1218611%3Ftimestamp%3D20221025125328","https://search.daum.net/search?w=bookpage&bookId=1218611&q=%EB%8F%99%EC%84%9C%EA%B3%A0%EC%A0%84+200%EC%84%A0%28%ED%95%B4%EC%A0%9C+4%29%28%EA%B0%9C%EC%A0%95%ED%8C%90%29"," "
"(서울대 선정)동서고전 200선. 해제. 2","반덕진 [편저]","가람기획","1994","자료실","8985466143 ","동서고전 200선(해제 1)(개정판)","반덕진","","9788985466141.0","가람기획","2006-11-20","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1217982%3Ftimestamp%3D20221025125336","https://search.daum.net/search?w=bookpage&bookId=1217982&q=%EB%8F%99%EC%84%9C%EA%B3%A0%EC%A0%84+200%EC%84%A0%28%ED%95%B4%EC%A0%9C+1%29%28%EA%B0%9C%EC%A0%95%ED%8C%90%29"," "
"(서울대 선정)동서고전 200선. 해제. 1","반덕진 [편저]","가람기획","1994","자료실","8985466143 ","동서고전 200선(해제 1)(개정판)","반덕진","","9788985466141.0","가람기획","2006-11-20","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1217982%3Ftimestamp%3D20221025125336","https://search.daum.net/search?w=bookpage&bookId=1217982&q=%EB%8F%99%EC%84%9C%EA%B3%A0%EC%A0%84+200%EC%84%A0%28%ED%95%B4%EC%A0%9C+1%29%28%EA%B0%9C%EC%A0%95%ED%8C%90%29"," "
"행복을 만드는 짜장면","박권용","석필","1998","자료실","8980370393 ","행복을 만드는 짜장면","박권용","","9788980370399.0","석필","1998-01-30","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1121595%3Ftimestamp%3D20190126215345","https://search.daum.net/search?w=bookpage&bookId=1121595&q=%ED%96%89%EB%B3%B5%EC%9D%84+%EB%A7%8C%EB%93%9C%EB%8A%94+%EC%A7%9C%EC%9E%A5%EB%A9%B4"," "
"과학은 모든 의문에 답할 수 있는가","브록만, 존","두산동아","1996","자료실","8900056689 ","과학은 모든 의문에 답할 수 있는가","존 브록만","김동광","9788900056686.0","동아출판","1996-09-20","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F331745%3Ftimestamp%3D20190122143049","https://search.daum.net/search?w=bookpage&bookId=331745&q=%EA%B3%BC%ED%95%99%EC%9D%80+%EB%AA%A8%EB%93%A0+%EC%9D%98%EB%AC%B8%EC%97%90+%EB%8B%B5%ED%95%A0+%EC%88%98+%EC%9E%88%EB%8A%94%EA%B0%80"," "
"(원색도감)한국의 난초","김수남","교학사","1996","자료실","890903386X","한국의 난초(원색도감)(2판)(한국의 자연시리즈 7)","김수남 외","","9788909033862.0","교학사","1997-02-20","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F365376%3Ftimestamp%3D20220915011947","https://search.daum.net/search?w=bookpage&bookId=365376&q=%ED%95%9C%EA%B5%AD%EC%9D%98+%EB%82%9C%EC%B4%88%28%EC%9B%90%EC%83%89%EB%8F%84%EA%B0%90%29%282%ED%8C%90%29%28%ED%95%9C%EA%B5%AD%EC%9D%98+%EC%9E%90%EC%97%B0%EC%8B%9C%EB%A6%AC%EC%A6%88+7%29"," "
"지금 알고 있는 걸 그때도 알았더라면","류시화 엮음","열림원","2002","자료실","8970631577 ","지금 알고 있는 걸 그때도 알았더라면(잠언시집)","류시화","","9788970631578.0","열림원","1998-04-10","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F963084%3Ftimestamp%3D20220915203120","https://search.daum.net/search?w=bookpage&bookId=963084&q=%EC%A7%80%EA%B8%88+%EC%95%8C%EA%B3%A0+%EC%9E%88%EB%8A%94+%EA%B1%B8+%EA%B7%B8%EB%95%8C%EB%8F%84+%EC%95%8C%EC%95%98%EB%8D%94%EB%9D%BC%EB%A9%B4%28%EC%9E%A0%EC%96%B8%EC%8B%9C%EC%A7%91%29"," "
"미지의 세계로의 여행","가모프.G","電波科學社","1997","자료실","8970443045 ","미지의 세계로의 여행(현대과학신서 4A)","G가모프","정문규","9788970443041.0","전파과학사","1974-01-01","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F960537%3Ftimestamp%3D20240824113736","https://search.daum.net/search?w=bookpage&bookId=960537&q=%EB%AF%B8%EC%A7%80%EC%9D%98+%EC%84%B8%EA%B3%84%EB%A1%9C%EC%9D%98+%EC%97%AC%ED%96%89%28%ED%98%84%EB%8C%80%EA%B3%BC%ED%95%99%EC%8B%A0%EC%84%9C+4A%29"," "
"논리와 비판적 사고","김광수","철학과 현실사","1995","자료실","8977751489 ","논리와 비판적사고","김광수","","9788977751484.0","철학과현실사","2002-04-15","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1088046%3Ftimestamp%3D20190126182543","https://search.daum.net/search?w=bookpage&bookId=1088046&q=%EB%85%BC%EB%A6%AC%EC%99%80+%EB%B9%84%ED%8C%90%EC%A0%81%EC%82%AC%EA%B3%A0"," "
"근현대 한국사회의 과학","김영식","창작과 비평사","1998","자료실","8936411594 ","근현대 한국사회의 과학(창비신서 159)","김영식 외","","9788936411596.0","창작과비평사","1998-05-08","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F531945%3Ftimestamp%3D20190123164711","https://search.daum.net/search?w=bookpage&bookId=531945&q=%EA%B7%BC%ED%98%84%EB%8C%80+%ED%95%9C%EA%B5%AD%EC%82%AC%ED%9A%8C%EC%9D%98+%EA%B3%BC%ED%95%99%28%EC%B0%BD%EB%B9%84%EC%8B%A0%EC%84%9C+159%29"," "
"하늘이여 땅이여. 2","김진명","해냄","1998","자료실","8973375105 ","하늘이여 땅이여 2","김진명","","9788973375103.0","해냄출판사","2003-01-10","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1020132%3Ftimestamp%3D20190126114509","https://search.daum.net/search?w=bookpage&bookId=1020132&q=%ED%95%98%EB%8A%98%EC%9D%B4%EC%97%AC+%EB%95%85%EC%9D%B4%EC%97%AC+2"," "
"하늘이여 땅이여. 1","김진명","해냄","1998","자료실","8973375091 ","하늘이여 땅이여 1","김진명","","9788973375097.0","해냄출판사","2008-11-15","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1020131%3Ftimestamp%3D20220105174455","https://search.daum.net/search?w=bookpage&bookId=1020131&q=%ED%95%98%EB%8A%98%EC%9D%B4%EC%97%AC+%EB%95%85%EC%9D%B4%EC%97%AC+1"," "
"워드프로세서 1급 실기","강경희","정보문화사","1998","자료실","8976274040 ","워드프로세서 1급 실기","강경희 외","","9788976274045.0","정보문화사","1998-01-20","","https://search.daum.net/search?w=bookpage&bookId=1069745&q=%EC%9B%8C%EB%93%9C%ED%94%84%EB%A1%9C%EC%84%B8%EC%84%9C+1%EA%B8%89+%EC%8B%A4%EA%B8%B0"," "
"(마이크로소프트)한글워드97","에겐, 피터","인포북","1998","자료실","8980541295 ","마이크로소프트 한글워드 97(10분가이드 51)","PETER AITKEN","이승범","9788980541294.0","인포북","1998-04-10","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1124318%3Ftimestamp%3D20190126221039","https://search.daum.net/search?w=bookpage&bookId=1124318&q=%EB%A7%88%EC%9D%B4%ED%81%AC%EB%A1%9C%EC%86%8C%ED%94%84%ED%8A%B8+%ED%95%9C%EA%B8%80%EC%9B%8C%EB%93%9C+97%2810%EB%B6%84%EA%B0%80%EC%9D%B4%EB%93%9C+51%29"," "
"(처음 해 보는)한글 오피스97. 4: 한글 액세스97","안성욱 ; 김선민 [공저]","교학사","1998","자료실","8909042516 ","한글오피스 97(전4권)","안성욱 외","","9788909042512.0","교학사","1998-01-20","","https://search.daum.net/search?w=bookpage&bookId=366004&q=%ED%95%9C%EA%B8%80%EC%98%A4%ED%94%BC%EC%8A%A4+97%28%EC%A0%844%EA%B6%8C%29"," "
"(컴퓨터 새내기를 위한)한글 엑셀97 : FOR WINDOWS","하비, 가그 ; 영진교재개발팀 편저","영진출판사","1998","자료실","8931409087 ","한글엑셀 97(컴퓨터새내기를위한)","영진교재개발팀 편","","9788931409086.0","영진닷컴","1998-03-20","","https://search.daum.net/search?w=bookpage&bookId=479416&q=%ED%95%9C%EA%B8%80%EC%97%91%EC%85%80+97%28%EC%BB%B4%ED%93%A8%ED%84%B0%EC%83%88%EB%82%B4%EA%B8%B0%EB%A5%BC%EC%9C%84%ED%95%9C%29"," "
"(처음 해보는)한글 오피스97. 2: 한글 엑셀97","안성욱 ; 김선민 [공저]","교학사","1998","자료실","8909042516 ","한글오피스 97(전4권)","안성욱 외","","9788909042512.0","교학사","1998-01-20","","https://search.daum.net/search?w=bookpage&bookId=366004&q=%ED%95%9C%EA%B8%80%EC%98%A4%ED%94%BC%EC%8A%A4+97%28%EC%A0%844%EA%B6%8C%29"," "
