No,자료유형,등록번호,자료명,저자,출판사,출판년도,청구기호,자료상태,소장처,화폐구분,가격,ISBN
173,단행본,KM00148902,희랍어 시간,한강,문학동네,2011,813.6 한12ㅎ c.11,대출가능,2층 자료실,￦,10000,9788954616515
174,단행본,KM00148901,희랍어 시간,한강,문학동네,2011,813.6 한12ㅎ c.10,대출가능,2층 자료실,￦,10000,9788954616515
175,단행본,KM00148900,희랍어 시간,한강,문학동네,2011,813.6 한12ㅎ c.9,대출가능,2층 자료실,￦,10000,9788954616515
176,단행본,KM00148899,희랍어 시간,한강,문학동네,2011,813.6 한12ㅎ c.8,대출중,2층 자료실,￦,10000,9788954616515
177,단행본,KM00148898,희랍어 시간,한강,문학동네,2011,813.6 한12ㅎ c.7,대출가능,2층 자료실,￦,10000,9788954616515
178,단행본,KM00148897,희랍어 시간,한강,문학동네,2011,813.6 한12ㅎ c.6,대출가능,2층 자료실,￦,10000,9788954616515
179,단행본,KM00148896,희랍어 시간,한강,문학동네,2011,813.6 한12ㅎ c.5,대출가능,2층 자료실,￦,10000,9788954616515
180,단행본,KM00148895,희랍어 시간,한강,문학동네,2011,813.6 한12ㅎ c.4,대출가능,2층 자료실,￦,10000,9788954616515
181,단행본,KM00148894,희랍어 시간,한강,문학동네,2011,813.6 한12ㅎ c.3,대출가능,2층 자료실,￦,10000,9788954616515
182,단행본,KM00148893,오직 하나의 사랑,김성철 지음,온북스,2021,811.6 김54ㅇ,대출가능,자료실,￦,10000,9788992364751
183,단행본,KM00148892,샤워젤과 소다수,고선경 지음,문학동네,2023,811.6 고54ㅅ,대출가능,자료실,￦,12000,9788954696012
184,단행본,KM00148891,"우주의 역사, 최대한 쉽게 설명해 드립니다",박재용 지음,이화북스,2021,443.1 박73ㅇ,대출가능,자료실,￦,15800,9791190626149
185,단행본,KM00148890,우주탐사의 물리학,윤복원 지음,동아시아,2023,443.1 윤45ㅇ,대출가능,자료실,￦,25000,9788962624861
186,단행본,KM00148889,우리는 미래에 살고 있다,서울대학교 공과대학 지음,창비,2020,530.04 서66ㅇ,대출가능,자료실,￦,14000,9791165700423
187,단행본,KM00148888,빌런 간호사,박세인 지음,포널스,2024,512.804 박54ㅂ,대출가능,자료실,￦,20000,9791166275418
188,단행본,KM00148887,유기화학실험,윤효재; 윤용진 지음,자유아카데미,2023,437 윤95ㅇ-2,대출가능,자료실,￦,22000,9791158084790
189,단행본,KM00148886,무기화학실험,노동윤 외 지음,자유아카데미,2014,435 노25ㅁ,대출가능,자료실,￦,22000,9788973382439
190,단행본,KM00148885,일반화학실험,화학교재편찬회 편저,사이플러스,2024,432 화92ㅇ-3,대출가능,자료실,￦,20000,9791188731312
191,단행본,KM00148884,수학의 힘,올리버 존슨 지음; 노태복 옮김,더퀘스트,2024,410.4 존57ㅅ노 c.2,대출중,자료실,￦,20000,9791140708437
192,단행본,KM00148883,누군가를 이토록 사랑한 적,이병률 지음,문학과지성사,2024,811.6 이44ㄴ,대출가능,자료실,￦,12000,9788932042725
193,단행본,KM00148882,지구인만큼 지구를 사랑할 순 없어,정세랑 지음,위즈덤하우스,2021,816.7 정54ㅈ,대출가능,자료실,￦,16800,9791191583793
194,단행본,KM00148881,풀밭이라는 말에서 달 내음이 난다,김성철 지음,백조,2023,811.6 김54ㅍ,대출가능,자료실,￦,12000,9791191948141
195,단행본,KM00148880,간호사 부서 탐방,강민애 지음,드림널스,2023,512.8 강38ㄱ,대출가능,자료실,￦,17000,9791192543352
196,단행본,KM00148879,(한 번 읽으면 절대 잊을 수 없는) 지리 교과서,야마사키 케이치 지음; 김아람 옮김,시그마북스,2023,980.1 야32ㅈ김,대출가능,자료실,￦,17000,9791168621756
197,단행본,KM00148878,초상화로 읽는 세계사,김인철 지음,양문,2023,909 김68ㅊ,대출가능,자료실,￦,19500,9788994025926
198,단행본,KM00148877,시 (詩),윤중호 지음; 임우기 엮음,솔,2022,811.62 윤76ㅅ,대출가능,자료실,￦,40000,9791160201710
199,단행본,KM00148876,사랑이 죽었는지 가서 보고 오렴,박연준 지음,문학동네,2024,811.6 박64ㅅ,대출가능,신착도서,￦,12000,9788954699440
200,단행본,KM00148875,나노 화학,장홍제 지음,휴머니스트,2023,430 장95ㄴ,대출가능,자료실,￦,20000,9791160806984
201,단행본,KM00148874,『향약구급방』에 나오는 고려시대 식물들,신현철 지음,소명출판,2024,519.81 신94ㅎ,대출가능,자료실,￦,39000,9791159058646
202,단행본,KM00148873,아주 이상한 수학책,벤 올린 지음; 강세중 옮김,북라이프,2024,410 올298ㅇ강,대출가능,자료실,￦,25000,9791191013597
203,단행본,KM00148872,운동의 뇌과학,제니퍼 헤이스 지음; 이영래 옮김,현대지성,2023,511.1813 헤68ㅇ이,대출가능,자료실,￦,18000,9791139716009
204,단행본,KM00148871,복잡한 세상을 이기는 수학의 힘,류쉐펑 지음; 이서연 옮김,미디어숲,2023,410.4 류56ㅂ이,대출가능,자료실,￦,22000,9791158741754
205,단행본,KM00148870,더 이상한 수학책,벤 올린 지음; 이경민 옮김,북라이프,2021,414 올298ㄷ이,대출가능,자료실,￦,22000,9791191013122
206,단행본,KM00148869,도시를 만드는 기술 이야기,그레이디 힐하우스 지음; 윤신영 옮김,한빛미디어,2024,539.7 힐92ㄷ윤,대출가능,자료실,￦,33000,9791169212045
207,단행본,KM00148868,과학 잔혹사,샘 킨 지음; 이충호 옮김,해나무,2024,409 킨53ㄱ이,대출가능,자료실,￦,25000,9791164052479
208,단행본,KM00148867,모스에서 잡스까지,신동흔 지음,뜨인돌,2018,567 신25ㅁ,대출가능,자료실,￦,14000,9788958077022
209,단행본,KM00148866,(우리의 미래를 결정할) 과학 4.0,박재용 지음,북루덴스,2023,404 박73ㄱ,대출가능,자료실,￦,19500,9791198125613
210,단행본,KM00148865,"왜요, 그 말이 어때서요?",김청연 지음,동녘,2019,701 김83ㅇ,대출가능,자료실,￦,13000,9788972979463
211,단행본,KM00148864,처음 읽는 양자컴퓨터 이야기,다케다 슌타로 지음; 전종훈 옮김,플루토,2021,004.73 슌882ㅊ전,대출중,신착도서,￦,16500,9791188569281
212,단행본,KM00148863,오늘부터 IT를 시작합니다,고코더 지음,한빛미디어,2022,004 고875ㅇ,대출중,신착도서,￦,18000,9791169210065
213,단행본,KM00148862,청소년 마약에 관한 모든 질문,김희준; 공주영 지음,주니어태학,2024,334 김97ㅊ,대출가능,자료실,￦,16800,9791168102415
214,단행본,KM00148861,십 대를 위한 SW 인문학,두일철; 오세종 지음,영진닷컴,2023,331 두68ㅅ,대출가능,자료실,￦,15000,9788931467727
215,단행본,KM00148860,푸른 숨,오미경 지음,특별한서재,2023,813.7 오38ㅍ,대출가능,자료실,￦,14000,9791167030702
216,단행본,KM00148859,내게 남은 사랑을 드릴게요,이유리 외 지음,자이언트북스,2023,813.6 이66ㄴㄱ,대출가능,자료실,￦,15800,9791191824193
217,단행본,KM00148858,파견자들,김초엽 지음,퍼블리온,2023,813.6 김84ㅍㄱ,대출중,자료실,￦,19000,9791191587524
218,단행본,KM00148857,종의 기원담,김보영 지음,아작,2023,813.6 김45ㅈㅇ,대출가능,자료실,￦,16800,9791166687204
219,단행본,KM00148856,파쇄,구병모 지음,위즈덤하우스,2023,813.6 구44ㅍㅅ,대출가능,자료실,￦,13000,9791168127012
220,단행본,KM00148855,일러두기. 47,조경란 외 지음,문학사상,2024,810.82 조14ㅇ v.47,대출가능,자료실,￦,16500,9788970125947
221,단행본,KM00148854,(2024 제15회) 젊은작가상 수상작품집. 15,김멜라 외 지음,문학동네,2024,810.82 김34ㅈ v.15,대출가능,자료실,￦,7700,9788954638746
222,단행본,KM00148853,우리는 왜 타인의 욕망을 욕망하는가,이현정 지음,21세기북스,2022,389 이94ㅇ,대출가능,자료실,￦,17000,9788950991357
223,단행본,KM00148852,교사를 위한 마음공부,류성창 지음,지노,2023,370.4 류54ㄱ,대출가능,자료실,￦,17000,9791190282697
224,단행본,KM00148851,내 삶의 이야기를 쓰는 법,낸시 슬로님 애러니 지음; 방진이 옮김,돌베개,2023,802.4 애294ㄴ방,대출가능,자료실,￦,18500,9791192836089
225,단행본,KM00148850,검은 시위,정은희 지음,무산여성,2023,337.2 정67ㄱ,대출중,자료실,￦,16500,9791198078308
226,단행본,KM00148849,우리가 살에 관해 말하지 않는 것들,오브리 고든 지음; 장한라 옮김,동녘,2023,331.5 고27ㅇ장 c.2,대출가능,자료실,￦,17000,9788972970903
227,단행본,KM00148848,우리가 살에 관해 말하지 않는 것들,오브리 고든 지음; 장한라 옮김,동녘,2023,331.5 고27ㅇ장,대출가능,자료실,￦,17000,9788972970903
228,단행본,KM00148847,(KAIST 김진형 교수에게 듣는) AI 최강의 수업,김진형 지음,매일경제신문사,2020,004.73 김78a,대출가능,자료실,￦,17000,9791164841905
229,단행본,KM00148846,나는 초콜릿의 달콤함을 모릅니다,타라 설리번 지음; 이보미 옮김,푸른숲주니어,2017,843 설298ㄴ이 c.2,대출가능,자료실,￦,12000,9791156751410
230,단행본,KM00148845,나는 초콜릿의 달콤함을 모릅니다,타라 설리번 지음; 이보미 옮김,푸른숲주니어,2017,843 설298ㄴ이,대출가능,자료실,￦,12000,9791156751410
231,단행본,KM00148844,"왜요, 그게 차별인가요?",박다해 지음,동녘,2023,337 박22ㅇ,대출가능,자료실,￦,13000,9788972970736
232,단행본,KM00148843,어떤 호소의 말들,최은숙 지음,창비,2022,342.104 최67ㅇ,대출중,자료실,￦,16000,9788936486815
233,단행본,KM00148842,옷을 사지 않기로 했습니다,이소연 지음,돌고래,2023,539.98 이55ㅇ,대출가능,자료실,￦,17000,9791198380920
234,단행본,KM00148841,가난한 아이들은 어떻게 어른이 되는가,강지나 지음,돌베개,2023,334.21 강78ㄱ c.2,대출중,신착도서,￦,17500,9791192836355
235,단행본,KM00148840,가난한 아이들은 어떻게 어른이 되는가,강지나 지음,돌베개,2023,334.21 강78ㄱ,대출가능,자료실,￦,17500,9791192836355
236,단행본,KM00148839,마음 지구력,윤홍균 지음,21세기북스,2024,189.1 윤95ㅁ,대출가능,자료실,￦,22000,9791171172870
237,단행본,KM00148838,좋은 문장 표현에서 문장부호까지!,이수연 지음,마리북스,2024,802.041 이56ㅈ,대출가능,자료실,￦,18000,9791193270134
238,단행본,KM00148837,모든 용서는 아름다운가,시몬 비젠탈 지음; 박중서 옮김,뜨인돌,2019,199.1 비74ㅁ박,대출가능,자료실,￦,19800,9788958077367
239,단행본,KM00148836,음식의 미래,라리사 짐버로프 지음; 제효영 옮김,갈라파고스,2023,522.7 짐44ㅇ제,대출가능,자료실,￦,18500,9791193482018
240,단행본,KM00148835,요약이 힘이다,사이토 다카시 지음; 김지낭 옮김,포레스트북스,2023,325.211 사68ㅇ김,대출가능,자료실,￦,16700,9791192625294
241,단행본,KM00148834,여성 게이머는 총을 쏠 수 있는가,윤태진; 김지윤 지음,몽스북,2023,337.1 윤883ㅇ,대출중,자료실,￦,16800,9791191401677
242,단행본,KM00148833,게으른 완벽주의자를 위한 심리학,헤이든 핀치 지음; 이은정 옮김,시크릿하우스,2022,181.9 핀86ㄱ이,대출가능,자료실,￦,17000,9791192312200
243,단행본,KM00148832,(게으른 완벽주의자를 위한) 시작의 습관,헤이든 핀치 지음; 이은정 옮김,시크릿하우스,2023,181.845 핀86ㅅ이,대출가능,자료실,￦,17000,9791192312538
244,단행본,KM00148831,성격의 탄생,대니얼 네틀 지음; 김상우 옮김,와이즈북,2020,182.12 네887ㅅ김,대출가능,자료실,￦,17500,9791186993095
245,단행본,KM00148830,동조자,비엣 타인 응우옌 지음; 김희용 옮김,민음사,2023,843.6 응66ㄷ김,대출가능,자료실,￦,18000,9788937427862
246,단행본,KM00148829,낭비 없는 밤들,실비아 플라스 지음; 박선아 옮김,마음산책,2024,843.5 플292ㄴ박,대출가능,자료실,￦,22000,9788960908697
247,단행본,KM00148828,(99포인트로 마스터하는) 해커스 중국어 문법,해커스 중국어연구소 지음,해커스,2023,725 중16ㅎ,대출가능,자료실,￦,17000,9791137912748
248,단행본,KM00148827,당신들은 이렇게 시간 전쟁에서 패배한다,아말 에모흐타르; 맥스글래드스턴 지음; 장성주 옮김,황금가지,2021,843.6 에35ㄷ장,대출가능,자료실,￦,16800,9791158889609
249,단행본,KM00148826,프라이드 그린 토마토,패니 플래그 지음; 김후자 옭김,민음사,2024,843.5 플293ㅍ김,대출가능,자료실,￦,18000,9788937456275
250,단행본,KM00148825,몸은 사회를 기록한다,시민건강연구소 지음,낮은산,2018,332.6 시38ㅁ,대출중,자료실,￦,16000,9791155251072
251,단행본,KM00148824,소년을 위한 재판,심재광 지음,공명,2019,364.721 심73ㅅ,대출가능,자료실,￦,17000,9788997870356
252,단행본,KM00148823,딥페이크의 얼굴,이소은; 최순욱 지음,스리체어스,2023,331.5412 이55ㄷ,대출중,자료실,￦,12000,9791192572925
253,단행본,KM00148822,(일본어로 읽는) 재미있는 세계명작,제이플러스 편저; 이정화 그림,제이플러스,2023,730 제68ㅈ,대출가능,자료실,￦,15000,9791156012443
254,단행본,KM00148821,(현지에서 바로 통하는) 여행 중국어 회화,제이플러스 [편],제이플러스,2024,727.5 제68ㅇ,대출가능,자료실,￦,15000,9791156012542
255,단행본,KM00148820,간호약리학,Ruth Woodrow; Bruce J. Colbert; David M. Smith 지음; 손의동 외 옮김,Fornurse(포널스출판사),2019,518.5 W86e손,대출가능,자료실,￦,25000,9791157465682
256,단행본,KM00148819,남에게 보여주려고 인생을 낭비하지 마라,아르투어 쇼펜하우어 지음; 박제헌 옮김,page2,2023,165.47 쇼894ㄴ박,대출가능,자료실,￦,17500,9791169850445
257,단행본,KM00148818,패브릭,버지니아 포스트렐 지음; 이유림 옮김,민음사,2024,587.09 포57ㅍ이,대출가능,자료실,￦,22000,9788937456428
258,단행본,KM00148817,약국 안의 세계사,키스 베로니즈 지음; 김숲 옮김,동녘,2023,518.09 베295ㅇ김,대출가능,자료실,￦,18000,9788972970941
259,단행본,KM00148816,감정은 어떻게 만들어지는가?,리사 펠드먼 배럿 지음; 최호영 옮김,생각연구소,2017,181.7 배294ㄱ최,대출가능,자료실,￦,22000,9791188096428
260,단행본,KM00148815,일 년 내내 여자의 문장만 읽기로 했다,김이경 지음,서해문집,2023,029.1 김68ㅇ,대출가능,자료실,￦,18800,9791192988122
261,단행본,KM00148814,"카이스트, 바이오헬스의 미래를 말하다",채수찬 엮음,율곡출판사,2020,517.1 채56ㅋ,대출가능,자료실,￦,20000,9791187897873
262,단행본,KM00148813,과거가 남긴 우울 미래가 보낸 불안,김아라 지음,유노북스,2022,189 김62ㄱ,대출가능,자료실,￦,17000,9791192300214
263,단행본,KM00148812,삶이 괴로울 땐 공부를 시작하는 것이 좋다,박치욱 지음,Whale Books,2023,325.211 박86ㅅ c.2,대출가능,자료실,￦,17500,9791192097688
264,단행본,KM00148811,삶이 괴로울 땐 공부를 시작하는 것이 좋다,박치욱 지음,Whale Books,2023,325.211 박86ㅅ,대출가능,자료실,￦,17500,9791192097688
265,단행본,KM00148810,(당신의 삶을 떠받치고 당신을 살아가게 하는) 보편의 단어,이기주 지음,말글터,2024,818 이18ㅂ,대출가능,자료실,￦,16000,9791195522170
266,단행본,KM00148809,찌그러져도 동그라미입니다,김창완 지음,웅진지식하우스,2024,818 김82ㅉ,대출가능,자료실,￦,17800,9788901280684
267,단행본,KM00148808,이반 일리치의 죽음,레프 톨스토이 지음; 김연경 옮김,민음사,2023,892.83 톨57ㅇ김 c.2,대출가능,민음사 전집,￦,12000,9788937464386
268,단행본,KM00148807,이반 일리치의 죽음,레프 톨스토이 지음; 김연경 옮김,민음사,2023,892.83 톨57ㅇ김,대출가능,민음사 전집,￦,12000,9788937464386
269,단행본,KM00148806,누구 먼저 살려야 할까?,제이콥 M. 애펠 지음; 김정아 옮김,한빛비즈,2021,510.19 애894ㄴ김,대출가능,자료실,￦,19800,9791157844869
270,단행본,KM00148805,깊이에의 강요,파크리크 쥐스킨트 지음; 김인순 옮김,열린책들,2020,853 쥐57ㄱ김,대출가능,자료실,￦,14800,9788932920238
271,단행본,KM00148804,시를 어루만지다,김사인 편저; 김정욱 사진,b,2013,811.6 김52ㅅ,대출가능,자료실,￦,13000,9788991706521
272,단행본,KM00148803,어린 당나귀 곁에서,김사인 지음,창비,2015,811.6 김52ㅇ,대출가능,자료실,￦,11000,9788936423827
273,단행본,KM00148802,슬픔 없는 나라로 너희는 가서,김사인 엮음,문학동네,2019,808.1 김52ㅅ,대출가능,자료실,￦,14000,9788954660006
274,단행본,KM00148801,책기둥,문보영 지음,민음사,2017,811.6 문45ㅊ c.2,대출가능,자료실,￦,12000,9788937408625
